person,text
Bob Ross,"Lets have some water in this painting. If youve painted with me before, you know Im a fanatic for water. I love water. And its one of the nicest, easiest things to paint in this technique"
Bob Ross,"And today, maybe this one will be still water. So we want these lines to be basically straight across here. Cause as you know, still water is always flat, always level. There"
Bob Ross,"Now, just very lightly, go all the way across, and sort of bring it together. and that light area here, itll remain in there. There. Okay"
Bob Ross,"Now, the most fun part of this whole technique is washing the brush. So lets do that. We wash our brushes with odorless thinner. Shake off the excess. laughs And just beat the devil out of it"
Bob Ross,This is where you take our all your frustrations and hostilities and just have a good time. Lets go into a little titanium white. Well use the old fan brush. Well make some little clouds
Bob Ross,"Ill be right back, let me grab the least little touch of the bright red. Just enough, a little bit more. There. Just enough to put a little pinkish glow into our little clouds"
Bob Ross,"Dont want much, dont want much. Okay, lets go up here. Now we gotta make big decisions. Well just use this brush and decide where our little clouds live"
Bob Ross,"And, we just come along here and sort of drop em in. This also works very well with a little one-inch brush. Very well. Either way that you wanna do it. Either way"
Bob Ross,"If you havent painted with us before, one of the things that we try to do here, we try not to teach you just to copy. All were trying to do is teach you a technique and turn you loose on the world"
Bob Ross,"We use no patterns, no tracings. All we do is sort of have an idea in our mind, and we just sorta let it happen"
Bob Ross,"And if youll practice this a little bit, very soon you can enjoy the freedom of creating a painting right on the canvas. Right on the canvas. And to me, thats where it really becomes fun"
Bob Ross,"Its when you can literally create a painting right on the canvas as youre working on it. You look at what youre doing, and youll see things. Theyll just sort of happen"
Bob Ross,And you learn to take advantage of whatever happens and use it to make your painting special. And you can do that
Bob Ross,"Okay, lets go back, bangs brush on easel get our old two-inch brush, and I just wanna now blend all that together. Just blend together. Im being careful not to touch these top edges yet"
Bob Ross,"Im just blending the blue and the white down here together, very gently, still using little circular strokes. There we go. Just sort of let that mix together"
Bob Ross,"Im getting very close to the top, but Im trying not to touch it at this point. Very close, but not touching. There. A little bit up in here. See. Just sorta blend it together"
Bob Ross,"Mix it up, just like youre making a cake or something. Just mix it up. A little bit in here, right there. Okay. Good. But this is a beautiful way"
Bob Ross,"bangs brush I just beat the brush like that to knock off excess paint. Its a beautiful way to create a very effective, big, fluffy clouds. Now were just sorta lifting it up"
Bob Ross,"This will blend it all together, smooth it out. There. See there. And then, very lightly, two hairs and some air, just gently, gently, gently blend the entire sky"
Bob Ross,"And with that, shoot, we have a pretty nice looking little sky. And there wasnt anything to it. Now then, lets get crazy. Lets take, well use some midnight black, little Prussian blue"
Bob Ross,"Now, Prussian blue is much darker than phthalo blue, its strong, whew. Very strong color. Well put some Van Dyke brown, a little Alizarin crimson in there too"
Bob Ross,"But were looking for a very dark color, it should look black. Pull it out as flat as you can get it, and go straight down with the knife, and well just cut off a little roll of paint. There it is"
Bob Ross,"Its right out at the edge of the knife. Lets go up here. Now, I want to make some tiny little mountains up in here, that are far away"
Bob Ross,"I dont want these to be very big, because we wanna create the illusion of distance here. Using a very firm pressure, just literally push this right into the fabric"
Bob Ross,"And I dont want a lot of mountains today, thats about all we need. With a two-inch brush, Im gonna grab this and pull it. Just pull it"
Bob Ross,"It does two things, removes excess paint and it blends all this together. There we go"
Bob Ross,"Now, when were painting mountains, as you know, you always want the top of the mountain to be more distinct than the bottom of the mountain"
Bob Ross,"Because at the bottom, we have mist and now we have wonderful pollution, and we have all these things that break up and diffuse light, and it creates this softness at the base of the mountain"
Bob Ross,"Lets go into a little titanium white, what the heck. Very small amount. Get a very, very small amount of paint on the knife. Now then, barely touch, no pressure. No pressure"
Bob Ross,"And I dont want this to be very distinct. I want this to be very quiet, subdued, far away, gentle, soft"
Bob Ross,"Think about those types of words and stuff when youre painting, and itll help your hand go much more gentle. But very soft. Dont want a lot of detail in this"
Bob Ross,"And well take a little bit of blue and white, and just the indication of some shadows, dont even want a lot of shadow back here. Too much detail will ruin that illusion of distance"
Bob Ross,"Just enough, just enough to give the feeling that theres a nice mountain living back in there"
Bob Ross,"Now with a clean, dry brush, following the angles, always follow the angles, were gonna very gently, very gently tap it and then lift it upward"
Bob Ross,"And thatll help also create that illusion of mist at the base of the mountain. Shoot, lets get crazy. Find another one-inch brush. Or you could use your fan brush, whatever"
Bob Ross,"Take a little bit more of the titanium white. Maybe in our world, maybe this old cloud right here, it just sort of drift right down in front of the mountain. So, just a little white"
Bob Ross,"Little circles, tiny little circles. Shoot, maybe theres one right here. I dont know. I dont know, just sorta look at your painting and make a decision"
Bob Ross,"Maybe it just sorta wraps this old mountain up. Well take a two-inch brush and just blend it together. This is a super way of making mountains, that look like their just laying out here in the mist"
Bob Ross,"I lived in Alaska for many, many years, and you see some of the most beautiful scenery there. God was having a good day when He made Alaska. Beautiful. Beautiful"
Bob Ross,"There, see that old mountain just lays up here in the mist now, and floats around, has a good time all day. Now then. Maybe well have some little foothills back here. I like to do little foothills"
Bob Ross,"And well take some of that same mountain color, add the least little touch of sap green to it. Little sap green, there we are. But its predominantly blue"
Bob Ross,"The one thats farthest away here, well make predominantly blue. Okay, let me wipe my knife off. And lets use, well use a one-inch brush, what the heck"
Bob Ross,"You could use your fan brush or two-inch brush, it doesnt matter. Load a little color in there. And lets go right up in here. Now, we have to make a big decision"
Bob Ross,"Where does our little foothills live. Maybe well have one coming right over here. Well start this one out back here, just using the corner of the brush and pulling straight down, gently"
Bob Ross,"Maybe a little foothill comes right over like that. Wherever. Once again, this is a very individual thing, painting is. So, just sorta look at it and make up your mind how you want your painting to be"
Bob Ross,"Now then, when youre doing the foothills, especially layers of foothills, you want a little misty area in between, thats your separator"
Bob Ross,"So take the brush, two-inch brush, and just tap the base of it. And you can tap quite firmly. You can probably hear how hard Im hitting the canvas here"
Bob Ross,"And then, very lightly, just lift it upward a little bit. There. Okay, now then, maybe well have several layers in here"
Bob Ross,"When youre doing landscapes, each layer, each plane, as it comes closer to you, should get darker in value. So well use that same color, and Ill just add a little bit of that mountain color"
Bob Ross,"See, its right here, Ill just add a little of that into it. Thatll make it a little darker. Maybe a touch more of the green. There we go. Okay"
Bob Ross,"Now, maybe over here, well hold the brush up like this. And thatll make tops that are a little taller, a little more distinct, cause theyre getting a little closer to you. There"
Bob Ross,But you can create just layer after layer after layer like this. And it enhances your painting tremendously because it creates that illusion of depth
Bob Ross,"Back to our two-inch brush, and once again, once again, we wanna create that mist. See how that mist in between separates. Its your best friend. Take care of it. Take care of it. There we go"
Bob Ross,"Now lift upward. And maybe, Ill tell you what, lets have one more. Lets have one more. Im adding a little more of that dark color right into that same original pile. One more"
Bob Ross,"And then, maybe it lives right here. But its darker in value. Its a little darker. There we go. And well let him come, maybe, right down in here. I dont know. There"
Bob Ross,"But each layer, each layer needs to get darker in value. To keep that feeling of distance in the painting. And I know I repeat that over and over, but its so important. So important"
Bob Ross,"You dont want just a flat old painting. Shoot. We want a masterpiece here. And you can do that. Once again, were gonna tap that base, just like so. Very lightly, lift it upward. There"
Bob Ross,"And maybe, were beginning to get down here to where there are a few reflections, so well take a little paint on the two-inch brush, grab it and pull it straight down"
Bob Ross,"Its most important that these reflections come straight down. Most important. If you go at an angle like this, it wont look right. See, even there, it doesnt look right. Now very lightly, go across"
Bob Ross,"Very, very lightly. Just enough to blend it and give it the feeling of water. Its one of the nicest things about this technique, its instant reflections"
Bob Ross,"chuckles Now then, well take a little of the liquid white, put the least little touch of the bright red in it. Just, least little touch. Just enough to flavor it a little bit"
Bob Ross,"Be careful, because very quickly, this can get really intense in color. Now we just cut across. Thats all there is to it"
Bob Ross,"Go up here, and well just put in, just the indication of a happy little waterline that lives here. Now, if you get one thats maybe a little too strong or too bright, just go back and rub it"
Bob Ross,"The more you rub it, the lighter itll get, because itll just be absorbed right into the color thats underneath. No big deal"
Bob Ross,"And if youve painted with me before, you know without question that we dont make mistakes here. We just have happy accidents. But you learn to use anything that happens. Okay, maybe, right there"
Bob Ross,"And, little ripples. But notice how all these lines are basically straight"
Bob Ross,"If theyre not, its gonna look like your waters gonna run right outta your painting and get your floor wet, and youll have to tie a bucket on one side"
Bob Ross,"chuckles We dont want you to have to do that. Now, tell you what. Clean off a little spot"
Bob Ross,"Lets take some black, Prussian blue, brown, crimson, sap green, all those same colors, but with no white in it. So very, very dark. Very dark. Looks black on the palette. There"
Bob Ross,"Okay, let me clean my knife. And I just wipe the knife on an old paper towel. Find a fan brush here. Lets take the fan brush, and go right into that color. Load a lot of paint onto the brush"
Bob Ross,"Both sides. See, the bristles are, theres a lot of paint in there. Okay, lets go up here"
Bob Ross,"Maybe back in here, in our world, there lives, well there does now, anyway, there lives a happy little evergreen tree. And we just use the corner of the brush"
Bob Ross,"Just the corner, and as you work down the tree, add more and more pressure so that the bristles bend downward much, much more. Look at there. Isnt that a nice way to make a happy little evergreen"
Bob Ross,"Lets give him a friend. You know me. I think everybody, everybody should have a friend. Friends are so important. There. Alright. Maybe, shoot. In our world, maybe theres three trees here"
Bob Ross,You can put as many or as few as you want. The only thing that we would like to teach you here is how to make a tree. You decide how many trees you have in your world
Bob Ross,"Maybe well have some, maybe theres a little reflection down here. Just put some general shapes, were not looking for detail. Not looking for detail. Just very basic little shapes. Shoot, who knows"
Bob Ross,"Maybe theres some land there too. You can just push up with the fan brush, a little bit down for the reflection"
Bob Ross,"And lets take, well use the old two-inch brush, and grab this, decide where water and land meet, and pull straight down once again. Straight down. Son of a gun. Instant reflections"
Bob Ross,"Go across, and that easy. That easy. And see, these reflections, you can push em. See how you can push em. Because the canvas is wet, you can do that. You can do anything here"
Bob Ross,"Oh this canvas, you have total and absolute power. Unlimited power here. laughs When I go home, the only thing I can do is take the garbage out. But here, I can do anything that I wanna do"
Bob Ross,"Lets take a little of the dark sienna and a little white, get a little roll of paint on the knife, and lets put a little indication here and there of a little tree trunk that lives in these. There"
Bob Ross,"Dont want a great deal. Dont want a great deal, just enough to Just enough to indicate theres something in there"
Bob Ross,"And you can just take the point of the knife, and just scrape through and make little lines and sticks and all those little things. Tell you what, let me grab another fan brush"
Bob Ross,"And lets take and go into a little yellow, this is cad yellow, a little touch of that color we made the tree out of, since it has blue in it, as soon as we touch the yellow, turns beautiful green"
Bob Ross,"color. Maybe a little yellow ochre too. I want a dark green here. Once again, load the bristles quite full. A lot of color. Lets go up here. Now then, lets put some highlights on these little trees"
Bob Ross,"Dont wanna overdo. If you put too much highlights on here, too many highlights, then it loses its effectiveness. We want these to be quite dark. Look at there. And thats all there is to it"
Bob Ross,"Darker, darker, darker. Now, maybe down here, theres some little grassy things that grow on this. And you can just make those by pushing up with the brush, thats all. Very easy. Now"
Bob Ross,"Lets have some land under there. We need something to hold those trees up so they dont fall over in the water and make a big splash. There. Little Van Dyke brown, little dark sienna mixed together"
Bob Ross,"Like so, well take a little touch of that brown and white. Just make the indication of a little land there. Little bit of the liquid white that we had left over"
Bob Ross,"And well just put in a little waterline. This waterline is your separator. Its a light between two darks, and that separates it, and makes it, makes it stand out. Alright"
Bob Ross,"Tell you what, well just use this big brush. Ready to have some fun. If youve painted with me before, you know that I love to make big trees. So lets do that. Ill use the old two-inch brush today"
Bob Ross,"The old two-inch brush. So often we avoid this brush because its big and were afraid of it. A lot of paint. Wiggle. Wiggle, wiggle, then sharpen it, just like you would a knife"
Bob Ross,"Look how sharp this brush is. There, you can see. Its very sharp. Lets go up here. Now then, maybe in our world lives a big evergreen tree. Right there. Just touch the canvas"
Bob Ross,"Now, we use just the corner. Just the corner of the brush. And just go back and forth, and begin laying in all of these beautiful little limbs and stuff that live here on this tree. There. Okay"
Bob Ross,"Tell you what, well have another one. You knew that, didnt you. You knew Id have a friend out here. There. Okay"
Bob Ross,"Now then, lets have some, maybe theres some big, leafy trees, not evergreens that live here. There. Lets just push in some, push in some nice leaf and branch shapes. Look at there"
Bob Ross,"And when you use a big brush, you can do this very rapidly. Now, lets go on the other side. We need some over here too. Now, you can do this with a one-inch brush if you wanted to. Works just as well"
Bob Ross,"Just as well. This is just a little bit faster. A little bit faster. There we are. Okay. Just bring it right on down, right on down. Now you have to start making big decisions"
Bob Ross,"Okay, well just put it there. A nice bush lives there. Tell you what, lets get crazy. Maybe. Maybe it just goes all the way across. In your world, you can do anything that you want"
Bob Ross,"If you want this shrubbery and bushes and trees to come all the way across, then do it. Do it. Alright"
Bob Ross,"Now then, we can just take a clean knife, and just make the indication of little sticks and twigs, just by scraping, just the point of the knife"
Bob Ross,"Were gonna cover most of those up, but some of em will show. We can even use a little brown and white, come right up in here, put the indication of a trunk. Not a great deal of detail, just a little"
Bob Ross,"Little over here. Cause these are gonna be deep in the old tree here, youre not gonna see much of them. But theyre there. Now then, lets take, well dip the brush into a little of the liquid white"
Bob Ross,"One-inch brush. Well go right through, Ill use a little cad yellow, grab some sap green up here. There we are. Cad yellow, sap green, pull the brush in one direction, load a lot of color in it"
Bob Ross,"Okay, lets go up here. Now then, think about all your little leaves and stuff here that would just shine and, oh, they would sparkle out here in the sun under this big mountain"
Bob Ross,"And when youre painting, make up little stories. Think about the scene that youre painting, become part of it. Make friends with a tree. Shoot, you can just drop all this stuff in. And let it go"
Bob Ross,"Darker, darker, darker as you work down toward the base of the tree, though, darker, darker. Add a little yellow ochre here or there, a little Indian yellow sometimes, just just to change the flavor"
Bob Ross,"Wherever you want em. There we are. Little touch of bright red even, here and there. Its up to you. Up to you. There. And you choose even the time of year. Lets go on this other big tree over here"
Bob Ross,"Maybe over here, there lives, there lives this big tree. Think about individual shapes and form inside of this tree. Dont just throw it on at random"
Bob Ross,"Think about, think about the limbs inside the tree that give it shape and form. There. Okay. Darker, darker, darker, down here toward the base. Much darker"
Bob Ross,"Lets have a bush right here that has red flowers on it. Look at that. See there. Just by putting a little bit of red on the end of the brush, you can do that. Here lives another one"
Bob Ross,"Just do one bush at a time, though. One at a time. There they go. Okay. Just wherever you want em. Shoot. Its coming along pretty nice. There. Okay"
Bob Ross,"And the other side, over here, well put in some little bushes here. And you can use the brush sidewards. Just push upward and create all kinds of little things. Just like so. Alright"
Bob Ross,"Im gonna put a little path in here, use a little Van Dyke brown, we got just a second left, so Ill throw that in. A little brown and white. Give this indication of a little path"
Bob Ross,"Then all we need to do is put a little bush over the top of it, and it sets it right down into the painting. Shoot, I think we have a finished painting"
Bob Ross,"With that, Im gonna wish you happy painting, and God bless, my friend, Ill see you next show. instrumental music"
Bob Ross,"- Hi, welcome back. Im glad you could join me today. Today I have one of my little friends here thats having lunch while were doing this, so I thought Id share her with you"
Bob Ross,"This is a little baby fox squirrel, and shes just having a little lunch with me. Oo, whats there. Too much. Huh. There. Isnt she somethin. Shes only a few weeks old, and just as cute as a button"
Bob Ross,"Thought Id show her to you today. There. Alrighty, enough of that. This is just one of my many friends. Im gonna set her down, and well get started here. Okay, if I can get her off my shirt. There"
Bob Ross,"They have about 9,000 claws and they can all seem to grab you at once. Alrighty, tell you what. Come on up to the canvas, let show you what Ive got done today"
Bob Ross,"Today we have our standard ol 18x24 canvas, or any size that you want, and Ive done something a little bit different today"
Bob Ross,"Ive taken in this area up here, the white area, this is a mixture of liquid clear and liquid white. I put the clear in there because I want some transparence today"
Bob Ross,"Then the rest of it Ive just covered with a little bit of liquid black, and just sort of swirled it around a little bit. Just sort of let em blend together"
Bob Ross,"So, we have liquid white and liquid clear mixture, and liquid black, and just blended together. Lets just have some fun today. I thought wed just do a happy little painting"
Bob Ross,"If you dont have all three of these mediums, you can do this with liquid white, but you wont have the transparence and the bottom will be a little bit more difficult. But you could do it"
Bob Ross,"Lets go into a tiny, tiny little bit of the Yellow Ochre. Maybe add a little Cad Yellow into it. Just mix them up together, here. like so"
Bob Ross,"Were gonna run all the colors across the screen so youll know exactly what were using here. There. Alright, lets go up in here. Lets make a big decision"
Bob Ross,"Now then, not even gonna clean the brush, but Im gonna go right into a small amount of Alizarin Crimson, and the crimson is strong enough that you dont have to clean the brush, itll go right over"
Bob Ross,"it. There, now then. Lets just go right around the edges here, like so. Just add a little touch of that crimson. There"
Bob Ross,"And let it blend outward, we dont wanna go back into this bright color, we wanna save that. Just let this blend right on out. There we go"
Bob Ross,"chuckles Alright, we have a masterpiece for the Museum of Modern Art, right there. Right there"
Bob Ross,"Now then, take a little bit of the crimson and Dark Sienna, still using the same brush, havent washed it yet. Mostly, though, Dark Sienna"
Bob Ross,"Then Im gonna come right around these, this area, and just begin blending it out"
Bob Ross,"Now, thisll begin mixing with the liquid black, and itll get darker and darker and darker out here, and thats exactly what were looking for. There. Now then, over here, a little bit more"
Bob Ross,This is just mainly Dark Sienna with a little bit of Alizarin Crimson. There we go. Hope you like the little squirrel. Im so crazy about these little devils that I like to share them with you
Bob Ross,"They are absolutely precious. We have four of them here in the studio today. They came from Diana Schaffer, the bird lady here in Muncie"
Bob Ross,"She takes care of these little fellers when theyve been orphaned, and I think shes doing a fantastic thing. There. Alright, now then. Lets wash the ol brush. Thats the fun part of this"
Bob Ross,"Lets just scrub it. Theres a screen down here in the bottom of the can that I scrub the bristles against to remove the paint, we shake off excess, chuckles and just beat the devil out of it"
Bob Ross,"Now then, with a nice clean and dry brush, be sure its dry, though, it needs to be dry, we want to start blending this. Just blending"
Bob Ross,You wanna blend it til you cant tell where one color stops and the next color starts. There we go
Bob Ross,"Sometimes when youre doing these little paintings, you like to make this area in here brighter, shinier. There. So, I tell you what. I have several brushes going"
Bob Ross,"Let me just grab another clean one, here. Well take a little bit of Titanium White, right on the ol two-inch brush. Just tap a little in there"
Bob Ross,"Lets go back up here, and right in here well start with the white, and just begin blending, and blending and blending and blending. Start from the light area, and blend outward"
Bob Ross,"Now, thisll really brighten this area. Itll just make it shine. You can do this as many times as you want to achieve a desired lightness or brightness. There, very lightly, just go across"
Bob Ross,"When youre doing this, sometimes step back and take a looksy at your painting. Its very difficult when youre standing real close to it to tell if you have it blended enough"
Bob Ross,You want it to be very soft. You dont wanna see distinct lines in here. Alright. A few strokes and were in business
Bob Ross,"Tell you what, while we have that ol brush going, chuckles lets just have some fun. Well go right into this Dark Sienna. Im just gonna tap the top bristles"
Bob Ross,Just tap it right into a little touch of that Dark Sienna
Bob Ross,Lets go back up here and with this lets begin putting in the indication here and there and there and here of some little shapes for little bushes and trees that live way back in the distance
Bob Ross,"Now, were not looking for detail. Well put detail in the foreground. Back here, we just want the indication of little things happening. Let your imagination go. Just let it go"
Bob Ross,"Up in here, we cant hardly even see em. Just let it go. There. As I mentioned earlier, the only reason we put that liquid clear in the background is to make this a little more transparent"
Bob Ross,"Just a little more transparent. There. Ive added a touch of Van Dyke Brown to the color now. As it gets further away, we want it to get a little bit darker, but not much"
Bob Ross,Just enough so it stands out a little bit. Maybe well have some nice tree shapes that lift all the way up to the top of the canvas over here. That easy. That easy. Alright
Bob Ross,"Lets take our little liner brush, shoot. Little paint thinner. Im gonna get a little more of the thinner. Well go right into that same Dark Sienna. A lot of paint thinner, though"
Bob Ross,"This should be as thin as water or ink, should just literally run. See how it just drips. Very very thin, okay"
Bob Ross,"Now then, here and there, Im just going to put the indication of a little trunk or a stem or whatever. Some little tree shapes here and there, just to break it up. There. Maybe a few up in here"
Bob Ross,"Not lookin for a lot. When things are far, far away, you dont wanna be able to see a lot of detail. There we go. Alright, now then"
Bob Ross,"Wash the ol brush, and the liner brush, all I do is just wipe it on a paper towel after I washed it. Lets use our little oval brush today, what the heck"
Bob Ross,"Its easy to tell the little oval brush, It has a black handle on it. Alright, well take a little yellow. Be right back, dont go away. Get a touch of the Sap Green, here"
Bob Ross,"Kay, now, to load this brush, give it a little push. Just give it a little push. Get a little touch of the Yellow Ochre. I dont want a lot of color, just enough to sparkle"
Bob Ross,"A little of that Indian Yellow here and there, too. Just go up here. Now then, all you gotta do with this little brush is just tap"
Bob Ross,"Just tap, and we can begin making the indication of little distant trees and bushes that live way back here. Lighter, lighter, lighter as it comes down"
Bob Ross,"A little bit of the Bright Red here in there, too. Tiniest little bit. Decide where you want these little things. Maybe this little tree lives right here. Wherever. There we go. There we are"
Bob Ross,"Now then, a little bit more. Tell you what, right in here, that looks like a good spot"
Bob Ross,"When youre doing this, just sort of look around and decide where you think a little tree would be happy living, and thats where he should be. Thats where he should be"
Bob Ross,"Im still just using the same colors, just varying them back and forth"
Bob Ross,"Have a little touch of the Sap Green, a little Cad Yellow, Yellow Ochre, a little touch of Indian Yellow, even, here and there, and once in a while, the least little touch of Bright Red"
Bob Ross,"Dont want much though, its so strong. The farther away it gets here, the less detail that I want. I want to get dark and darker back in here"
Bob Ross,Maybe even up in here theres some little things going on. There. These are hiding way back in the shadows. This is where all the little creatures live. Little bunny rabbits live back here
Bob Ross,"There we are. Okay. Shoot, thats about all we need for a little background on that side. Now then, were gonna put something over here"
Bob Ross,"Tell you what, lets keep a lot of this in the brown tones today. Thats so pretty. Nice earth tones. Well use some Dark Sienna, a little Van Dyke Brown, pick up a little Yellow Ochre"
Bob Ross,"A little Yellow Ochre. There. Maybe even the least little touch of black in there. Oh, thats nice. Lemme wipe my knife off. Wipe the ol knife off. Well find us a fan brush. There we go"
Bob Ross,"There we go, just load it full of color. Both sides, just back and forth. Alright, lets go up in here. Maybe theres a little patch of evergreen trees, and they live right there"
Bob Ross,"Just start with a little line. Use the corner of the brush, just the corner. As you work down, apply more and more pressure. More and more pressure. There we are. Let em go. Like so"
Bob Ross,"Now then, lets give him a little friend. There he is, there he is. Okay, and just decide how many trees you think should live in your world"
Bob Ross,"Sometimes I like to do little evergreen trees where you can see parts of the trunk, so maybe you can just tap in the whole trunk, cause trees dont grow all perfect"
Bob Ross,"Theyre like people, some of em are big, some are small. Some are skinny, some are a little heavier. There. See. Maybe another one like this right here beside him. Something like that"
Bob Ross,"I like to make these little clumps of trees because a lot of times you see evergreens in nature, it looks like they all got together and started a little community or somethin, having a party or"
Bob Ross,"somethin. I dont know, having a good time, though. There. Okay. That ought to be enough for our little area, but if you want more when you do yours, just drop them in. Nice clean dry brush"
Bob Ross,"I want to create the illusion of mist down here at the base. Right down here at the base, just like so. There, just tapping, just tapping"
Bob Ross,"Up here well tap softer, cause we dont wanna destroy up here. All we wanna do up here is diffuse. Down here were getting tough and mean cause were destroying. We wanna create softness. But here"
Bob Ross,"Barely. You can probably hear the difference. Barely touching up here, gentle, easy, easy. There, okay"
Bob Ross,"Now then, we can take a knife, just a little bit of that same color, and just sort of pull it through here and there, and itll make the indication of little trunks"
Bob Ross,"Were not really gonna put a lot of detail in these, theyre too far away, but thisll turn a few trees into something that looks like a lot of trees. There we go"
Bob Ross,"Now then, tell you what, lets get crazy. This is our world so we can do anything. Maybe theres a little bush that lives right here"
Bob Ross,"Well just go back to the little oval brush and just tap in the indication of maybe one little happy bush that lives right there. Something like so. There. Shoot, we got it made"
Bob Ross,"Tell you what, well just use this ol two-inch brush here. What the heck, you could use a one-inch brush or a fan brush, whatever. Im gonna go into a little bit of the yellow"
Bob Ross,"Ill be right back, get a little Sap Green. Just mix all these different colors, and give it a little push. There, its a good shot right there"
Bob Ross,"Just a little push, get a little color right on the tips of the bristles, a little bit of color. Alright, now then, lets make a big decision"
Bob Ross,"Maybe theres a nice grassy area in our world, and it comes right down like that. All you have to do is just tap"
Bob Ross,"The more that you tap, the darker itll become, because its gonna mix with that black thats already on the canvas, and thatll happen automatically for you. Automatically. There we go"
Bob Ross,"Now, once in awhile, make a little sparkle. Add a least little touch of Titanium White, but very little. If you use too much, youll lose the effectiveness of this"
Bob Ross,"So, it looks like theres a little light just zinging right through that. Then, as we go down, get darker and darker. Back in here, its in the shadows. We dont want much back in here"
Bob Ross,"Very quiet back in there. You just put layer after layer after layer of little grassy areas. There. You know what. Shoot, this is such a beautiful little spot, Ill tell you what lets do"
Bob Ross,"Shoot, Im gonna do it. chuckles I wanna little house right here. If this is my world, Id wanna live right in here. So, lets just take the knife, what the heck, and well scrape out"
Bob Ross,"All Im doing here is scraping out a basic design for a little house, it might even be a little chalet-type thing. I dont know, whatever. No, well have it lower. Just make a decision and drop it in"
Bob Ross,You can do anything here. A little bit of Van Dyke Brown. Well put the back eave in first. Thats easy. Here comes the front. Nice straight edge right along there. There it goes
Bob Ross,"Im pushing this paint into the fabric, dont worry about the bottom. Well do a cabin-ectomy when we get to that point, and then well make big decisions"
Bob Ross,"There we go, just whack that right off when we get ready. See there. Now, we need the other side of the roof. There it is. Maybe it comes to about there. I dont know, wherever you want it to be"
Bob Ross,"Wherever. Some sides over here. Lets really get crazy. Maybe this guy put a little room out here on this little house, so we can do that, too. Maybe it comes from right here, see"
Bob Ross,"Got another little area, that easy. Thats whats so fantastic about this, you can change your mind, do anything that you want, make up little stories, just let these things happen"
Bob Ross,"Let it come down, and all were doing is just blocking in color, thats really all were doing. Thats all were doing. There. Okay, now then, lets take some Bright Red"
Bob Ross,"Bright Red, some Dark Sienna, and lets mix those together, like so. Im gonna put a little touch of Yellow Ochre in there, too. Its such a beautiful day here. I hope it is where youre at"
Bob Ross,"Well just sparkle this up. Cut off our little roll of paint. Just a small roll of paint. Lets begin, coming right down here, barely touching. Barely, barely touching. No pressure"
Bob Ross,"No pressure at all, like so. Maybe even a little touch more of the Yellow Ochre and, shoot, well even put a little white in there. I want this to sparkle a little more"
Bob Ross,"Oh, thats it, thats it, thats what were looking for. Look at that, isnt that something. There we go. Over in here, well put a little bit right in there"
Bob Ross,"Maybe there is a little dark area in between these two. You can do that. Now, gotta put something on the roof for that. Im just gonna take some black and Titanium White and just mix it together"
Bob Ross,"Put a little bit of the Van Dyke Brown in there, just to give it. Leave it marbled, dont overmix it. Well come right down here, and all you do is touch and just let it bounce"
Bob Ross,"Bloop bloop bloop bloop. Gotta make that little noise or it doesnt work. Just touch it, and let the knife just bounce as it works right down here. Look at that, see. Thats all there is to it"
