person,text
Bob Ross,"And that gives us the first step of our little road. Ok. I think today Ill use a, Ill use a one inch brush. Lets go into a little black, a little black, a little black. Maybe a little brown"
Bob Ross,"Least little touch. Just enough to give it a little hint of color. Okay, lets go back up here. Now then maybe our little stream, it comes from back here. So we dont know where it comes from"
Donald Trump,". new book-- ""Adios, America! The Left's Plan to Turn Our Country into a Third World Hellhole""-- is a great read. Good job!"
Donald Trump,LAW & ORDER!
Bob Ross,"Just barely touch and tap downward. And this is one of the easiest, nicest ways of creating the effect of little fields or little grassy areas. Way back here in the distance. There"
Bob Ross,"A way to make some almighty clouds, almighty mountains"
Donald Trump,"I would love to see on Any shot of that???"" Thanks, but the Apprentice starts on Jan 4."
Donald Trump,"This is one of the COLDEST WINTERS ever, freezing all over the country for long periods of time! So much for GLOBAL WARMING."
Donald Trump,"After my meeting with the pastors, it's off to Georgia for a big rally - many thousands of great people will be there, a beautiful movement!"
Bob Ross,"And this is just a clean knife. However many you want. Now, time to really have some fun. Lets take the old big brush, well go right into Titanium White. Just load a lot of white paint in there"
Donald Trump,"Oh no, another rapper doing a Trump song --""Young Jeezy - Trump Lyrics."" Why aren't these guys paying me?"
Donald Trump,"You Are A Financial Genius"" I agree, thanks!"
Donald Trump,"Working on my ""Midas Touch"" plan re: the fund anything reward! You are my favorite entrepreneur! Thanks."
Bob Ross,knife is its just spectacular if you let it work for you but its like everything else you need a devote a little time to practice with it and make it make it your good friend now then with a clean
Donald Trump,Entrepreneurs: Have your own vision and stick with it. Don’t be afraid to be unique. Don’t tread water--get out there and go for it.
Bob Ross,"Maybe theres one right here. We dont want him left out. And then on our old big tree. Thats a big one, see more of it. There, Im gonna grab another fan brush"
Donald Trump,Love and This is gonna be another awesome season. # CelebApprentice
Bob Ross,"And that maybe the nicest thing, of this whole thing is just sharing what you can do with other people. There we go. Now, maybe. Maybe back in here"
Bob Ross,"We have a piece of contact paper here that I just cut an oval out of, stuck it on the canvas, and I took some black gesso and painted the bottom"
Donald Trump,So interesting to see Nancy Pelosi demanding fairness from McConnell when she presided over the most unfair hearing in the history of the United States Congress!
Bob Ross,okay and then before we start blending that we still have a dirty old brush and well take some more of the Prussian Blue and a little bit of the black there we go and lets go ahead and lay our water
Bob Ross,take a little bit of white least least little touch of phthalo blue in it Im just making sort of a a light blue thats all Im looking for just light blue color Im going to sneak right in here just
Donald Trump,"you r the most honest and real person on twitter. Twitter was invented for Trump!"" Thanks, very nice!"
Donald Trump,"When the economy is bad, wants to raise taxes. When the economy is good, wants to raise taxes. Notice a trend?"
Donald Trump,"I love the Trump Family. They have done so much just in # NYC, how lucky other parts get to benefit! # GoodFamily"
Donald Trump,Democrat Congresswoman totally fabricated what I said to the wife of a soldier who died in action (and I have proof). Sad!
Bob Ross,"Its just a little practice, and I think youll enjoy it"
Donald Trump,"Get to the essence immediately. Learn to economize. People appreciate brevity in today's world."" -- Think Like a Champion"
Donald Trump,I have and will.
Donald Trump,"Mr Trump, even the trolls hang on your every word! They pretend to despise you! Ignore, keep inspiring!"
Bob Ross,"Because without it, you just, you dont have any light. If you put light against light, you have nothing. If you put dark against dark, you have nothing"
Bob Ross,little Bush or two about like so about like so just wherever you want them and we can have some of these just come right down from their foots there now with a clean knife we can scrape through and
Donald Trump,"....There are lots of really good lawyers in the country, he could have picked somebody else!” And I wish I did!"
Bob Ross,Maybe we can see just a few little sticks and twigs that are living in here and coming through. See. There
Donald Trump,"Obama has destroyed the middle class. In ’09, median household income was $55,198. Now it is $50,678. Four more years?"
Donald Trump,... It is all about incorporating a sense of optimism into everything you do while also acknowledging the negative.” – Think Big
Donald Trump,"Just took off for ceremony Harbor. Will then be heading to Japan, SKorea, China, Vietnam & the Philippines. Will never let you down!"
Bob Ross,"This will take even more paint off, and thin whats here"
Bob Ross,And were just gonna make an indication of some nice little hills and mountains way back here in the background
Bob Ross,"A little black in there. And using it sidewards, just pull it down and let it just graze the high points here of that brown. Itll make some gorgeous effects"
Donald Trump,. You were absolutely great on Thank you.
Bob Ross,"Okay, now lets do something on the other side here. And lets put a little tree right there"
Donald Trump,Good luck.
Donald Trump,I will try!
Bob Ross,wraps the painting around and its very pleasant to the eye there we go now then cleaned off my little brush and I just wash it in some paint thinner and wipe it on a paper towel I want to put the
Donald Trump,awesome. A treat to get to see the brilliant Joan Rivers once more # icon
Donald Trump,"Even President Ronald Reagan tried for 8 years to build a Border Wall, or Fence, and was unable to do so. Others also have tried. We will get it done, one way or the other!"
Donald Trump,"Derek Jeter, what a return! He is the anti A-Rod, great leader. Have you met him?"" He is a Great guy!"
Bob Ross,"Make a lavender color. Then Im gonna use a little black, and alizarin crimson, a little bit of pthalo blue in it. Need more crimson, there we go"
Donald Trump,"After a great evening and packed auditorium in Iowa, I am now in Colorado looking forward to what I am sure will be a very unfair debate!"
Bob Ross,"A very thin coat of liquid clear. Now, the clears on here just to make the canvas wet and slick and thats really the only reason its there"
Donald Trump,“Get in. Get it done. Get it done right. Get out.” – Fred C. Trump (My father!)
Bob Ross,"There we go. Okay, lets go back to good old big brush here. Little more blue and Sap Green"
Bob Ross,"Just wonderful, just some of the most fantastic effects. There, alright, were in business. Tell you what, lets have some fun. Go back, lets use the old two inch brush today, what the heck"
Bob Ross,the brown in it so just allow these colors to all mix on the brush just tap it okay and you have to sort of make big decisions here wheres wheres your next little Hill going to be there it is see
Donald Trump,Thanks is an amazing guy.
Bob Ross,little ice covered frosty things they act like prisms and they break up the light and you see all colors in the trees in the dead of winter you can see just oh you have to go see it i cant cant
Donald Trump,The arrogant young woman who questioned me in such a nasty fashion at No Labels yesterday was a Jeb staffer! HOW CAN HE BEAT RUSSIA & CHINA?
Donald Trump,The HUGE DonaldTrump faith-based story runs tomorrow (Friday) on channel at 10am ET.
Bob Ross,Put a little bit on the knife
Bob Ross,"it. There, now then. Lets just go right around the edges here, like so. Just add a little touch of that crimson. There"
Bob Ross,paint so we start with the thickest paint imaginable when we when we put it on the canvas now when I start highlighting this I want a thinner paint these yellows are made to a thinner consistency
Bob Ross,about the lay of the land and it comes right down in front of of this water there it is just like so okay maybe well just put a whole bunch of stuff right in here what the heck there it is so you put
Donald Trump,This season’s cast of brings excitement to the Board Room. Lots of surprises & great tasks. Enjoy – Jan. 4th!
Bob Ross,"There, now they stand out. Alright, lets take the contact paper off, and see what we got today. This is the moment of truth. Isnt that fantastic. These little paintings with ovals are so unique"
Bob Ross,"So I have both in the same pile, basically, so I can just sort of go back and forth or mix em together. Okay. Now"
Bob Ross,"And then its just a matter of practicing. First time you tied your shoe, it wasnt easy"
Donald Trump,"Army Master Sgt. Charles H. McDaniel, 32, of Vernon, Indiana, and Army Pfc. William H. Jones, 19, of Nash County, North Carolina, are the first American remains from..."
Donald Trump,"Gina Haspel, my highly respected nominee to lead the CIA, is being praised for the fact that she has been, and alway will be, TOUGH ON TERROR! This is a woman who has been a leader wherever she has gone. The CIA wants her to lead them into America’s bright and glorious future!"
Bob Ross,"I think youll find it one of the neatest things that youve ever used. Does wonderful, wonderful little things. See there"
Donald Trump,This sentiment of just 'give in easily' wouldn't exist if we had a Trump presidency in place. Run Mr Trump... We need you!
Donald Trump,great seeing Joan on todays
Donald Trump,Big day for Israel. Congratulations!
Donald Trump,Heading to North Carolina for two big rallies. Will be there soon. We will bring jobs back where they belong!
Donald Trump,"Walmart, a great indicator as to how the U.S. is doing, just released outstanding numbers. Our Country, unlike others, is doing great! Don’t let the Fake News convince you otherwise."
Bob Ross,brush and go right into right into a small amount of the phthalo blue doesnt take a great deal just a little and just tap a little color into the bristles by tapping that assures a nice even
Donald Trump,Despite spending $500k a day on TV ads alone # CrookedHillary falls flat in nationwide Having ZERO impact. Sad!!
Bob Ross,"But isnt that a sneaky little, nice way of making some very effective little stones out here in your water. Tell you what lets do. Lets take a pull the contact paper off. And see what we have"
Bob Ross,Look how that color stands out against this black background. It just jumps out at you
Donald Trump,Looking forward to addressing the record setting crowd tonight at the New York County Lincoln Day Dinner. Lots to talk about!
Bob Ross,"Anywhere that you want, put a little dark right there. There we are. See. But look at the distance in that already. Theres one, two, three, four, five, six planes. Six planes in there"
Donald Trump,Dopey--Big success and great for Scotland!
Bob Ross,"Now then Ill put some highlights, think of that light zinging through there. See there. Just a corner of the brush. Just a corner. And begin shaping all your little things in there. Look at that"
Bob Ross,"Warm, warm brown, since weve used the Alizarin in here"
Bob Ross,"Were gonna start out here with Titanium white, Phthalo green, Prussian blue, Van Dyke brown, Alizarin crimson, Sap green, Cad yellow, and Permanent red"
Donald Trump,"Mr. Trump do you swear to provide for, protect and care for our soldiers, including Vets?"" YES, YES, YES!"
Bob Ross,"Then we take the corner of the brush, and we start working from the center out"
Bob Ross,anything that you dont want here you just cover it up you can do anything in here anything on this piece of canvas big old Stones there back to our highlight color and just begin putting some
Bob Ross,little bit of the bright red liner brush and well sign this one the old clock on the wall tells me i got to leave you for today but ill be back next time i hope you have your easel set up class of t
Bob Ross,"Go right into a little yellow ochre, little touch of cad yellow, Indian yelliow, maybe even a little of the bright red there. Ooh, I like a little more of that bright red. I like that"
Bob Ross,"You can do it, just practice a little, load a lot of paint to the brush"
Bob Ross,"Lets take black, midnght black, alizerin crimson, a little thalo blue, well put a little Van Dyke brown there too, what the heck. Its your world, you make it any old color you want it"
Bob Ross,"Well come back and work on those in a minute. There. Lets take a one-inch brush, same old color, same old color. Lets go right in here and just push in some little bushy areas, there"
Donald Trump,"The Republican Party, and me, had a GREAT day yesterday with respect to the phony Impeachment Hoax, & yet, when I got home to the White House & checked out the news coverage on much of television, you would have no idea they were reporting on the same event. FAKE & CORRUPT NEWS!"
Bob Ross,"Now I thought today maybe well do some, well, lets see, maybe well just do a beautiful, little painting that has maybe some little woodsy things here, and I dont know, lets just have some fun,"
Donald Trump,"Jodi Arias has stated that she follows me on twitter so I really hate to be saying that she is guilty but sadly, she is as guilty as it gets"
Bob Ross,"And they have some of the most beautiful mountains scenery there that Ive ever seen. Absolutely gorgeous. Alright, I had been born and raised in Florida. I was 21 years old before I ever saw snow"
Donald Trump,"#1. Keep the big picture in mind. There are always opportunities and possibilities, and thinking too small can negate a lot of them."
Donald Trump,All Scott Pelley did by being disrespectful was make it easier to make up my mind who to vote for and that will be Trump.
Donald Trump,How is editor Graydon Carter allowed to run bad food restaurant Beatrice Inn? Fire Graydon!
Donald Trump,"...We should be standing up straight and tall, ideally with a salute, or a hand on heart. There are other things you can protest, but not our Great American Flag - NO KNEELING!"
Bob Ross,"Now then, going to make a little black, a little white, mix them a gray color. Well theres a little touch of blue in there too. Okay, black, white, little touch of blue then"
Donald Trump,"Voters LIKE ""tough and smart""... that's why we are voting TRUMP 2016!!"
Bob Ross,"Lets take, lets take that old filbert brush, well put some Van Dyke in it. Let me reach over here and get a little a little bit of the liquid white"
Donald Trump,". what is ur favorite plane?"" Boeing 757 and Citation X."
Bob Ross,And we can go back and get a little white here and there. Just a little white on the brush. And well just spin a little bit of that in there. Im just varying colors
Donald Trump,Have a great Good Friday and a Happy Easter.
Bob Ross,"As you know, Im absolutely crazy about little creatures and stuff. Recently, I had the opportunity to meet a fantastic lady, by the name of Carmen Shaw"
Bob Ross,"Lets take, lets take a little Phthalo Blue, Alizarin Crimson, proportionately much more crimson than blue, I want this to be sort of to the reddish side of lavender. Okay, there we are"
Bob Ross,"Wed love to see what youre doing. Well sign this one and call it done. There. With that, we have a finished painting"
Donald Trump,Please please please Donald Trump run for president. I have been saying this for a long time .you are awesome
Bob Ross,"Well take some alizarin crimson and a little phthalo blue proportionately. Much, much more of the crimson than the blue. But yet I want this to be a little bit to the blue side"
Donald Trump,Thanks!
Bob Ross,"The canvas will take off what it wants, give you back whats left, just like a tax man does, chuckles just like he does with my paycheck"
Bob Ross,"Well put some little shadows here and there, just to make some little projections coming out, wherever you want em"
Bob Ross,"There we are, now our yellows are made just a little bit thinner, so that works automatically. There, maybe on down like that"
Bob Ross,"Then you can come up in here and start making big decisions here. What color is each little tree, whats it look like"
Donald Trump,Hillary Clinton just had her 47% moment. What a terrible thing she said about so many great Americans!
Donald Trump,"I have great confidence in King Salman and the Crown Prince of Saudi Arabia, they know exactly what they are doing...."
Bob Ross,"And then in here, maybe theres a limb or two. Who knows. Little branch or something thats got a few leaves left on it down here. Thats a scraggly old tree. I like old trees that have character"
Bob Ross,"Tell you what, lets start with alizarin crimson today, what the heck, on the ol two inch brush. Let us a put in a little pinky area here in the sky"
Bob Ross,"We can just take this, and blend it out. Just blend it. And when the two come together, youll get sorta a lavender color, which is very pretty. There"
Donald Trump,Thank you for your commentary last night on Very fair -- we are making progress together!
Donald Trump,"Donald, you are my best mentor to richest and successful"
Donald Trump,"Do you have a helipad at Trump National LA?"" Yes!"
Bob Ross,white right into a little yellow ochre and well blend a little touch of that right around the edges there we go this is just plain yellow ochre there we are I want to add a little touch of Indian
Bob Ross,Strokes makes it so much easier now going take a little bit of brown little brown little brown reach over here get a little touch be right back there it is little touch of the blue and put it right in
Donald Trump,"Joe Concha, The Hill: “In Emerson College Poll, Impeachment among independents, 49% Oppose, 34% Support. You see why Pelosi is reluctant to go in with this. Dems have to go home and explain why they haven’t done something on Opioid crisis, drug prices, USMCA, the Border, etc."
Donald Trump,"Another attack, this time in Germany. Many killed. God bless the people of Munich."
Bob Ross,And then you can begin putting in some details back in here. Just all kinds of little things. Just to give it a wave action type feel. You can put all kinds of little doers in between here
Bob Ross,"Personally, I think thats true of anything in life. You just, if you can believe it, you can do it. There, see. All kinds of little limbs"
Donald Trump,If put down 'Rules for radicals' and read # TimeToGetTough then America would be #1 again---and he might even get re-elected.
Bob Ross,one just let your station know just drop in a few little blue and white grassy areas here all kinds of little things going on in here all kinds of little things now that i tell you what lets use the
Bob Ross,"If youve painted before, this is one thatll, it will certainly excite you. Ill start with a little Phthalo Blue. Its a beautiful, beautiful blue, I love it"
Donald Trump,"Trump completes his takeover of Turnberry and puts his own stamp on it. Full story in tomorrow's Carrick Gazette"" Great."
Donald Trump,You look fab! They were so lucky to have you in the kitchen Go Kate Go!
Bob Ross,"But you could make hills and valleys, little plains, meadows, anything that you want back here. Your world, you can create anything illusion that makes you happy. There we go"
Bob Ross,"Shoot, if youve got a little creature that lives in your yard or around where youre at, help him out a little if you can"
Donald Trump,I'm rooting for and # CelebrityApprentice # thecelebrityapprentice # nbc DonaldTrump
Donald Trump,"Yes we can oh foolish one, terrorists should not have the right to remain silent!"
Bob Ross,into white and once again theres a little let phthalo Blue left in it just a cool color lets go right back up here and Im just going to push in the indication of a little highlight here and there
Bob Ross,though there we go now back to our fan brush we can Splash a little bit of water up on there that cleans up the bottom of that brings it all together makes it really look nice tell you what I going to
Bob Ross,"Tap a little bit more of that light color onto the brush. Just tap it on there, maybe even pick up a little. there, little bit more of the phthalo blue"
Donald Trump,I wonder if ever had an Indonesian passport. Did he become an Indonesian citizen when he lived there?
Donald Trump,4th now! David should have seen his interview with truly amazing.
Bob Ross,made the mountain with it its black uh phthalo blue little van dyke brown just mix them on the brush load that brush full of paint look at all the paints in there okay lets go back up here maybe
Bob Ross,"If you start here and go across, it leaves a big line and its very hard to work out. There, so pull from the outside in"
Donald Trump,"Now that we have found out that is a virtual fraud, rumor has it that Jeff Zucker will be resigining momentarily?"
Bob Ross,canvas if its not thinner then youre going to become a Mud Mixer and then youre going to be unhappy with me okay maybe maybe when the water gets here it hits this one and just goes like that and
Donald Trump,"go for it Sir!!!"" Just watch!"
Bob Ross,"And this mixing with the liquid white thats on the canvas and automatically you get all this nice blending. Now then, Ill tell you what, lets add a little bit of the Prussian blue"
Bob Ross,"Once again, I dont want a lot of detail in this one, clean, dry, brush, and Im gonna tap the base, following the angles here"
Donald Trump,"congrats on the hall of fame !!!!! Sorry haters, but people loved my WWEHOF speech as you saw last night"
Donald Trump,"“Face reality as it is, not as it was or as you wish it to be.” -"
Bob Ross,"of bright red. Well have a fall scene today. That sounds good. Okay, now then, lets just begin. Youre still using just the top corner just tapping in the indication of a little bit of color"
Bob Ross,"Then it looks just like you were icing a cake. And thats all right, but it really looks better if the paint sort of breaks and by break, that just means it has holes in it"
Donald Trump,Trump will be our next POTUS..every American will benefit positivey from this.
Bob Ross,"rhythmic beating But hes getting a little old for that, were gonna have to, gonna have to turn him loose pretty quick. Just about grown. There"
Donald Trump,How does everyone not like watching show # CelebApprentice
Donald Trump,Malfeasance at Fannie Mae and Freddie Mac helped cause our current financial meltdown.
Bob Ross,"In my mind, I think this little shed is not gonna get as much light, so its gonna be a little darker back here. So Ill make it a little darker so hes pushed back a little more"
Donald Trump,"On 245 occasions, former FBI Director James Comey told House investigators he didn’t know, didn’t recall, or couldn’t remember things when asked. Opened investigations on 4 Americans (not 2) - didn’t know who signed off and didn’t know Christopher Steele. All lies!"
Bob Ross,"If youve been with us during this series, Ive showed you two or three times our little squirrel that we call Peapod, the pocket squirrel. And hes one of the most precious, little creatures"
Donald Trump,Re Negotiation: Think about what the other side wants. Know where they're coming from. View any conflict as an opportunity. Be flexible.
Donald Trump,just got a phone survey about your sign in Chicago - love it & the beautiful building it's on. Well done.
Donald Trump,"I Trust 's polls They are actually really Fair and really balanced on all their news"" Iowa lead!"
Donald Trump,"- when are you going to announce your bid for 2016??"" Thanks for your nice thoughts-our Country is a mess!"
Donald Trump,"I will be going to Trump Links at Ferry Point for the official opening of this long delayed (but future NYC treasure) course. Great job ""D"
Donald Trump,Congratulations to --- the state is really making progress --- and fast!
Donald Trump,"Dopey Sugar Bad ratings--come on, keep making me money--remember, I own your show."
Bob Ross,"This tree, he lives right here in front of the mountain. He has one of the prettiest views. He looks out over this mountain, and watches, watches everything happen"
Bob Ross,dark color so our light will show you need dark in order to show light know its sort of like sort of like life itself you need a little sadness in your life so you know when the good times come and
Bob Ross,"Lets take a little more of our little grass color here, come right down like that, brush tapping and maybe, shoot Ill tell ya what, take a little yellow ochre, little touch of the bright red,"
Bob Ross,Lets mix up a little bit of color here. Lets take some Alizarin Crimson. Well get a little Phthalo blue. I dont want much blue. I want this to be to the red side of lavender. Well pick it up
Donald Trump,"The Washington Establishment will never rein in government spending, waste, fraud and abuse. A great thinker and outsider is needed."
Bob Ross,"Maybe well come right over in here. And Im just gonna put clouds all over the sky like this. Okay, there we are. Maybe it comes right down. Just load a little more color. There"
Donald Trump,I just learned that has no credibility--total phonies that don't report the truth. A puppet of Obama?
Bob Ross,And lets go right up in here and put some highlights on this little tree. We dont want him left out. But just push upward. Think about where the limbs and branches would live. Just drop them in
Donald Trump,"can't wait love this show, helps me realize so many things!"
Donald Trump,"Can you envision Jeb Bush or Hillary Clinton negotiating with 'El Chapo', the Mexican drug lord who escaped from prison? ...."
Donald Trump,"I couldn't agree with you more. Terrible decision by NBC."" Seth just doesn't have it!"
Donald Trump,"Congratulations to Gregg Jarrett on his book, “THE RUSSIA HOAX, THE ILLICIT SCHEME TO CLEAR HILLARY CLINTON AND FRAME DONALD TRUMP,” going to #1 on and Amazon. It is indeed a HOAX and WITCH HUNT, illegally started by people who have already been disgraced. Great book!"
Bob Ross,them going here lets take a little sap green a little of the yellow little yellow ochre all those yellows mixed together with a little sap green there well just make all kinds of beautiful colors
Bob Ross,there we go just like so all right now then we can take the old fan brush the old fan brush with a little white on it and we can begin working on some nice shapes and stuff here this is where begin
Bob Ross,"Look what a beautiful effect it creates right in there. My gosh, you could slip off from there and be there forever and ever. Nobodyd ever find you down in that big thing. There we go. Tell you what"
Bob Ross,"So if you havent seen all the shows, as I said there are nearly 300 of them, and you want to, give the station a call. Theyre available too. Theyre available"
Donald Trump,"For those few people knocking me for tweeting at three o'clock in the morning, at least you know I will be there, awake, to answer the call!"
Bob Ross,"Look at that, its that easy though. Think about individual limbs, and all kinds of little things. There. See, heres one, where ever you want. where ever you wanna"
Bob Ross,"Just want it to, to stand out. This is a blue spruce, I just made a decision. Command level decision, right here. See. You decide what kind of tree lives in your world. All right"
Donald Trump,"....price. You should drop out of the race & pray that super liberal a weak & pathetic puppet for Crazy Nancy Pelosi & Cryin’ Chuck Schumer, gets beaten badly. He voted for impeachment based on “ZERO”. Disgraced Alabama. Coach will be a GREAT Senator!"
Donald Trump,"What my father really gave me is a good (great) brain, motivation and the benefit of his experience-unlike the haters and losers (lazy!)."
Donald Trump,"There has never been a president who has been tougher (but fair) on China or Russia - Never, just look at the facts. The Fake News tries so hard to paint the opposite picture."
Bob Ross,"Allowed all that to dry, and then we covered the entire canvas with a very, very thin coat of liquid clear so the canvas is wet"
Donald Trump,I will be doing Fox & Friends at 7 (15 minutes). Enjoy it and your day!
Bob Ross,"So Ill tell you what, lets start out today, and have them run all the colors across the screen that you need to paint along with this"
Bob Ross,"If this is your first time with us, allow me to extend a personal invitation for you to drag out your paints and some big, ol unorthodox brushes and Ill show you how to do some fantastic little"
Bob Ross,"Very thin paint, cant stress that enough. OK"
Bob Ross,"And I thought today wed do the little opening painting that you see that Jerry Morton put together thats so fantastic. So, tell you what Ive got going up here"
