person,text
Bob Ross,"Now the blue is many, many times stronger than the crimson, so proportionately you need much, much more crimson than you do blue"
Bob Ross,"Then Im just gonna begin laying in some little colors under in here and wherever we want them. Just have fun with this, let it happen. Let it happen"
Bob Ross,"We dont do any drawings or tracings, we really learn to create here. We let our imagination take us to worlds we never knew existed, and in those worlds we find peace, we find happiness"
Bob Ross,"Good things happen here. Little blender brush, its a very soft brush. Very soft. Make a nice, nice makeup brush even"
Bob Ross,"But with that, because the paint we use here is very firm and very dry, very thick paint, we can take this little blender and go right over it. Just like that. Isnt that something. That easy"
Bob Ross,"There, we can just work on this a little, and the more you blend this the more it just goes right into those background colors and gorgeous things happen automatically. Automatically"
Bob Ross,"Put a little white paint on there, maybe well brighten that a little, right in there. I want that to stand out. Something about like that. Alright. Okay. Now that, its time to have some fun in here"
Bob Ross,"Lets get a little fan brush, take a fan brush. Im gonna mix up, well take some alizarin crimson, a little bit of the phthalo blue, maybe even put a little black in there. Like that"
Bob Ross,"Im gonna get a little titanium white. Im looking for sort of a. mmm. that color. That color right there. Sort of a grey, grey to the blue side. Okay. Let me wipe the knife off"
Bob Ross,"Let me just wipe the knife of a little paper towel. Take the fan brush, and well load both sides full of color just by going back and forth. Alright"
Bob Ross,"Now then up in here, maybe in our world back in here lives some little evergreen trees"
Bob Ross,"and sometimes you can make gorgeous little tree indications, just taking a little fan brush and pushing upward, just push it upward. Well make all kinds of little trees"
Bob Ross,"Im gonna add the least little touch of white there so it stands out a little better, so for television it shows up. There. That shows up a little better"
Bob Ross,"But in your world you make them any degree of darkness or lightness that you want. There we go. Wherever, wherever. And did you know, if youve painted with me before, we dont make mistakes"
Bob Ross,We have happy accidents. And all that means is that very soon you learn to work with anything that happens on this piece of canvas. Literally anything that happens
Bob Ross,"Because sometimes things that you think are big mistakes and youre really worried about, when the paintings finished they end up being the highlight of the entire painting. There"
Bob Ross,And each painting will teach you something. Learn from it. As long as you learn from an experience then its not wasted. Its not wasted. Its only wasted when you accept it as failure
Bob Ross,"And we dont have any failure here. We dont have any. Its against the rules. In Bobs world, thats against the rules"
Bob Ross,"Now then, Ill go back to a two inch brush, be sure its clean and dry, and I want to create the illusion of mist down at the base of this"
Bob Ross,"So all we do, firmly, with the top corner of the brush, just tap. Just tap it. Thats really and truly all there is to it"
Bob Ross,"Then were gonna lift slightly upward, just enough to take out the little tap marks and sort of blend everything together and make it very soft"
Bob Ross,"Now, it looks like a little row of trees that lives wee wee back here in the distance somewhere. Just happy little trees"
Bob Ross,"Now, Im going to go into crimson, blue, and black same colors but this time Im gonna add much much less of the white color to it. Much less. There, I want it to be quite a bit darker"
Bob Ross,"In a landscape painting, as you know, as things get closer to you they should get darker and darker in value. This is sort of a lavender color"
Bob Ross,"Load both sides of the ol fan brush, and lets put another row of trees"
Bob Ross,"Another thing that you find when youre doing landscapes, the more plains or the more areas that you have in here, the deeper that your painting will look. Thats what gives a painting depth, distance"
Bob Ross,"Thats what will make your painting very, very special. When people look at it theyll say, Oh I can look in there and see forever.  There. And thats what does it. Maybe this comes, yeah, why not"
Bob Ross,Right up in here. Something like that. And were just looking for indications for trees. These are too far away to see a lot of detail. Well put a little detail on them but not much
Bob Ross,"Not much, we get too much detail it will ruin that illusion of distance in your painting. And thats a good friend. We want that"
Bob Ross,"Alright, now if you want to give a few of these trees the indication of a little more detail, just do that"
Bob Ross,"Take the corner of the fan brush and make it look like here and there, and there and here, theres a big strong tree that lives up in here. Maybe he got more sunlight or more water, and he grew big"
Bob Ross,"Just wherever you think they should be. Just drop them in. Like that. Shoot, I think we about have that. Maybe a couple over on this side. But that easy, we can make a pretty nice little background"
Bob Ross,"You know for many years I was a traditional painter, and one of the things, when I was a traditional painter, that was extremely difficult was making reflections, and in this technique its one of the"
Bob Ross,"easiest, nicest, most effective things that happened. Watch here. Come right up in here"
Bob Ross,"All you have to do is touch the canvas with a little titanium white, we have color on the canvas already and pull it straight down. Its important to come straight down though. Straight down"
Bob Ross,"Itll pick up all those gorgeous transparent colors that we had underneath there. That easy. And very gently, we go across. Just like that. See there. And instantly it begins looking like water"
Bob Ross,"Time to wash the ol brush. If youve painted with me before, you know this is really the whole thing, its the most fun part of the entire procedure. Shake it off. And just beat the devil out of it"
Bob Ross,I thought maybe today wed have a little snow scene. Ill show you a very easy way of making snow. Very easy way. Well just take titanium white we use that same ol two inch brush
Bob Ross,This is one of the simplest ways of making very nice snow. Tap it
Bob Ross,"If youve painted with me before this is the way we make little grassy areas, but I want to make snow that looks powdery, like, well skiers call it powder so sometimes snow looks like that"
Bob Ross,All you do is just tap. Just tap. Something like so. Very gently. There. See. Thats all there is to it. All there is to it. All youre doing is just tapping the canvas
Bob Ross,"And well go back to this very, very soft blender brush. Its very soft. Get a clean one and gently just graze it just enough to bring it together. And itll give that indication of very soft snow"
Bob Ross,"Watch here, watch here, watch here. I get excited. Ive probably painted a million pictures, I think, and I still get excited with this"
Bob Ross,Maybe in our world maybe this tree watch here you can grab trees and pull them into the foreground. This easy
Bob Ross,"Just gonna take that tree bring it right on down and well bring it right here so it pushes that little snowbank back. It goes back behind it now. It works so good in me well have one over here, too"
Bob Ross,"I like that. I like that. And this is your world so you can do anything that you want here. Any ol thing that you want, there it goes. Have one there. Lets give him a friend"
Bob Ross,"I like to make evergreen trees. They work so well and theyre a lot of fun, and theyre gorgeous. Absolutely gorgeous"
Bob Ross,"Now we can go back to our ol brush here that has the titanium white on it, load a little bit. And you work in layers. See we did the thing that was in the background first"
Bob Ross,"And now well begin working forward, forward, forward. Always starting with the most distant object and working forward. There we go"
Bob Ross,"On the other side well do the same thing, well bring it right underneath this tree. Just right on out, a little join together there. There. Alright"
Bob Ross,"But isnt that a super easy way of doing a very effective illusion. Just making snow. Back to our little blender brush. Very lightly. Two hairs and some air. Very lightly, just blend that"
Bob Ross,"Now we have that white on the brush, lets go back and reinforce this reflection. I want to make it a little brighter so it jumps out at you. Just like that. And go across. Just like that"
Bob Ross,"Now then, just take a little bit of the liquid white. Liquid white is just an oil based medium. And we use it to thin paint, we use it to cover the canvas, and we use it to make water lines"
Bob Ross,"Just cut across, can you see that. Just cut across with a knife. And we go right up in here and lets just cut in a little water line that lives right there. Right there. Thats all there is to it"
Bob Ross,"These water lines should be basically straight though. By that I mean going back and forth across, because if theyre not straight your water look like its gonna run right out of the painting"
Bob Ross,You might have to tie a bucket on the side to catch the overflow. There. Maybe down in here theres a little ripple. Whatever. Whatever. Its up to you. Totally and completely. There we are. Like that
Bob Ross,"Now then, you ready to get crazy. Lets do it. Lets have some big fun. Lets take a phthalo blue and alizarin crimson and no white, its just blue and crimson"
Bob Ross,"Im making a very deep lavender that should look black. Tap the bristles of the brush firmly into the paint. Give it a little push. And time to get crazy, this is your bravery test"
Bob Ross,"Maybe weve got a big tree. You know me, I like big trees. Yep, there it is. There it is. It lives right up here. And Im using, just mainly the corner of the brush oops went right over that tree"
Bob Ross,"Thats alright, we know hes back there. Maybe, maybe, maybe in our world maybe theres a big bush. Youre right, he lives right there"
Bob Ross,Just sort of make these things up in your mind and let them go whever you want them. Maybe theres. maybe theres a whole little group of bushes that live here. I dont know
Bob Ross,A little bunny rabbit has to have a place to hide. And thats a pretty good one right there
Bob Ross,"We can take our liner brush, use a little of the dark sienna, and Im thinning the paint because one of our golden rules is a thin paint will stick to a thick paint. Thin will stick to thick"
Bob Ross,"Taken this dark sienna, a little bit of white in it, just enough to dilute it a little"
Bob Ross,And here and there were gonna just put in an indication of a few little tree trunks and sticks and twigs that live back. Not looking for a lot of detail. Not yet
Bob Ross,Were gonna put some detail in the foreground but not yet
Bob Ross,And well probably cover most of those up but a few of thems gonna show through and itll look like you worked yourself to death up there trying to get all those
Bob Ross,"Lets go into a little white and a little touch, a little touch, of phthalo blue with it. Just enough to cool it. Not much. Titanium white, but push it, push it"
Bob Ross,"You can see that little ridge of paint right there. Theres one just like it on your brush and thats what we end up painting with. Push it, about a 45 degree angle"
Bob Ross,"Now very lightly, using just the corner of the brush, just begin tapping in all kinds of little things in there. Okay, maybe we need to load a little more paint on the brush"
Bob Ross,"Now if you have trouble making a stick, add the least little touch of liquid white or paint thinner"
Bob Ross,"The liquid white will make your color a little brighter, the paint thinner will leave it the same color. They both work very well, make up your mind what you want to do"
Bob Ross,"If you want it to be a little brighter then add the liquid white. If you want it to stay the same color paint thinner. But very little, no matter what. Very little"
Bob Ross,The secret to this painting technique is to keep your oil paints as firm and dry as possible. That way you can continually paint over the top of it without them mixing together
Bob Ross,"You dont want to become a mud mixer. And if youve painted, weve all mixed a little mud. There we go. See. Now think about, think about little individual bushes and stuff that live in here"
Bob Ross,Im gonna dip the brush into a little touch of the liquid white myself. Just to thin that down so it sticks easier. There we go. Think about shape and form. Dont just throw these in at random
Bob Ross,"One at a time. Do the one that you think is farthest away and work forward, forward, forward. Always working forward. There we go. One at a time. One at a time"
Bob Ross,"I know you get tired of hearing that, but it works for you. And I want this, I want you to enjoy success with this. Cuz if you enjoy success youll get hooked on it"
Bob Ross,I enjoyed some success with this many years ago. And it has become my entire life and I love it. Lets go into vandyke brown and some dark sienna. Well just mix them together
Bob Ross,"Vandyke brown, dark sienna bravery test time. Maybe in our world there lives you ready for this. There lives right here, in one stroke, lets put a nice tree trunk. Alright lets give him a friend"
Bob Ross,"Yeah I know, I think everybody should have a friend, even a tree. Even an ol tree. A little titanium white, this is a birch tree, Ive decided. Touch, give it a little round-ward pull"
Bob Ross,"Let me exaggerate. whistle That way. Gotta make that little noise, too. See there. Just make it look, no pressure. Let the knife just barely, barely touch so the paint breaks"
Bob Ross,"And by breaking I mean it leaves all those little open holes in it. There. On the other side, a little bit in the other direction. Like so. There. Wherever you think they should be"
Bob Ross,"Something like so, we can go back to the dark sienna and vandyke brown mixture, add a little bit right in the middle, and when this dries and it dries, it will feel like real birch bark"
Bob Ross,"Itll project off the canvas. The paints think, theres a lot of it. It really, really jumps right off there. Lets go back to our little liner brush"
Bob Ross,"Get a little of that vandyke brown, paint thinner. The thinners there only to thin the paint, make it very thin. Very thin"
Bob Ross,"And here and there lets just put an indication of a few little limbs and little things that live out here. This little tree needs some arms on him. Shoot, hes got to reach out and talk to this guy"
Bob Ross,"There we go. Just a few. Just a few. That works so well, I think its time to really get crazy. Let me put a little bush down here. I want to cover up his foots"
Bob Ross,"Down here at the base of this, just wanna cover his foots up. Right now theyre sort of just hanging there. But well make them come right out of that little bush. Right there, right there"
Bob Ross,"Im going back into my brown. Big bravery test. Right there. Right there. Maybe this is a different kind of tree here, just to break it up a little bit"
Bob Ross,"Lets take some white, a little dark sienna, mix it together. Put a little vandyke in there, too, what the heck"
Bob Ross,"Take a little bit of paint and all were gonna do is just begin touching, just touch, something like so. There we are. Just touch it. Touch it. Thats all. Touch"
Bob Ross,And as you work around were gonna let it get darker and darker and darker and darker. As it goes around the tree
Bob Ross,"Put a little brown with your color, a little of that vandyke brown, see it gets darker automatically. Once again when this is dry it will actually feel like bark on a tree. Alright, wipe the knife off"
Bob Ross,Back to the paint thinner. Little bit of vandyke brown with paint thinner. Just to thin it. And lets put an arm on this tree. Maybe it lives in our world right out in here
Bob Ross,"Boy, this would be a gorgeous place for a tree to live. Gorgeous place for a tree to live. Maybe theres another arm right here. Its up to you. You decide how many arms are on your tree. Or how few"
Bob Ross,"Maybe your tree died last year, or sometime, and its just about just about over. Make up little stories when youre painting, little stories just in your mind"
Bob Ross,"And you know, painters are expected to be a little strange so, thats alright if you stand around and talk to yourself about this scene and the ol guy that lived out here or whatever, thats alright"
Bob Ross,if people look at you a little strange. Painters are supposed to be that way. Maybe out in here theres just a little ol stick that lives. Use a little of the light color here
Bob Ross,"Wherever you think that should be. Its up to you. Up to you. Ill tell you what, maybe theres an ol limb. Right there. Something like that. Hes a tired old limb"
Bob Ross,"Now you can take the knife get that brush clean, and you can scrape through this and allow the black canvas to show through. And itll look like little sticks and twigs that live back in here"
Bob Ross,"I hope you can see those. When you do your own painting youll see them, theyll be there. Something about like so. Alright, thats all there is to it"
Bob Ross,I think were about ready to take the contact paper off here and see what we have. This is the moment of truth. So we just grab the paper pull it right off
Bob Ross,"And all of a sudden you have a painting thats right there in that oval. And it comes out so gorgeous, and it just, these paintings excite people"
Bob Ross,"I know none of us are interested in those happy bucks but if youre out selling paintings, these are different. Youll be surprised at how people will come along and theyll marvel at how you did this"
Bob Ross,"Its very very nice. I think its time to sign this ol painting. And with that, well take a little bit of the bright red. Signatures are as unique as painters"
Bob Ross,"Each person will develop their own signature. So find your own signature. Ive had people that sign with initials, with their whole name, Ive even known people whove signed with a little symbol"
Bob Ross,"Its up to you. But pick a signature and stick with it, because it becomes your trademark. And people a hundred years from now will look at your painting and recognize exactly that it was you"
Bob Ross,"Alright, lets go right in here and just sign this one. I have a very short name, so its quite easy. Well sign it, call it done. There. And I hope you enjoyed this one"
Bob Ross,"Its a very easy painting, Id love to see some photos of your work. From all of us here, Id like to wish you happy painting and God bless, my friend. instrumental music"
Bob Ross,"- Hi, welcome back. Certainly glad you could join us today, its a fantastic day here and I hope it is wherever youre at"
Bob Ross,"Tell you what, lets start out today and have em run all the colors across the screen that you need to paint this little painting along with us"
Bob Ross,"While theyre doing that, let me show you what Ive got done today. Have my standard old 18 x 24 inch canvas, but you can use any size thats convenient for you"
Bob Ross,"Now, today Ive taken and covered the top part of the canvas with liquid white"
Bob Ross,"Now, liquid whites just and oil-based medium that makes the canvas wet and slick and allows us to actually blend color right on the canvas"
Bob Ross,"The bottom now, I started with liquid black, which is the same identical medium, only its black"
Bob Ross,"And I started making little xs and I worked up til they blended together, so we have a graduation from white to black"
Bob Ross,"And with that, lets just make a happy little scene today, one thats fun and I think youll enjoy. Lets start out with a little tiny two inch brush. There we go. Take a little bit of the thalo blue"
Bob Ross,"Now, thalo blue is a gorgeous, gorgeous blue. Beautiful color, dont need much though, its very strong. Tap the bristles, that distributes the paint all the way through the bristles very evenly"
Bob Ross,"Okay, lets go up in here. Now, Im gonna start up here in this corner, just making little xs, little criss cross strokes. And we just dance in a quick little happy sky"
Bob Ross,"There, very easy little sky, something nice and simple, well just drop it in like that. There, thats all there is to it, little something like that"
Bob Ross,"Now then, go back in the same color, only this time Im gonna tap the bristles firmly right into the paint, but very little paint, just tap it. See. Just tap"
Bob Ross,"Now we take that top corner of the brush and I wanna make the indication of a big old, strong cloud. Were using exactly the same color"
Bob Ross,"But just by doing something this simple, you can create that illusion without a lot of work. There we go. And Im lazy, I look for easy ways to make gorgeous paintings that work"
Bob Ross,"I have people in their 90s that write me letters and say, My fourth grade art teacher told me I have no talent and Ive spent my whole life wanting to paint and I tried your technique and it works,"
Bob Ross,"it works.  Now, those are the kind of letters that I love to see. There. Alright we just blend it a little bit"
Bob Ross,"I wanna put a little indication here and there, maybe of a little sunlight that just zinging through these clouds, so I just tap in a little area, get our little blender brush, and very lightly you"
Bob Ross,"can blend that and it might not look like a whole lot now, but when your paintings finished itll look like little light areas where the sunlights playing through there"
Bob Ross,"There, its also a nice way of making clouds. Today I just wanna put little indications of little happy floaters that are going all over the sky. Back to our little blender"
Bob Ross,"And this blender brush is so soft, you can blend right over that firm paint without disturbing it. Alright. Thats all there is to it. With that we got a pretty nice little sky"
Bob Ross,"Lets take black, midnght black, alizerin crimson, a little thalo blue, well put a little Van Dyke brown there too, what the heck. Its your world, you make it any old color you want it"
Bob Ross,"What were looking predominantly for, black color, dark. Cut off a little roll of paint and it lives right there, you can see it, lives right on the edge of the knife. Lets go up in here"
Bob Ross,"Now lets have a big mountain that lives up here in our world, right there. Just take the knife and firmly push this paint right into the fabric of the canvas, push it"
Bob Ross,"Push it, really get in there and this is where you take out all your frustrations and hostilities. Get in there and just, as my son Steve says, mush it in. There we go"
Bob Ross,"I dont know if thats a word or not, but everybody knows what he means when he says that. Now well take a two inch brush and we wanna grab this, this has the liquid white and black on it"
Bob Ross,"So color will move, you can literally slide it around on the canvas. If this was a dry canvas, right now youd be in agony city trying to pull that paint"
Bob Ross,"But its wet and we can move it anywhere we want it. The only thing were concerned with is that nice top edge up here, rest of it, we dont care. We really dont care at this point"
Bob Ross,"Now, lets go into, lets just go into titanium white, Im gonna put the least little bit of black into it just to grey it down a little bit. Something about like that"
Bob Ross,Maybe even a little tiny bit of the bright red. Pull it out as flat as you can get it. Cut across and get that little roll of paint again. It lives right out at the edge of the knife
Bob Ross,"And maybe, tell you what, lets have the light coming from the left today, what the heck. Or maybe in your world, you want it coming from the other direction. It dont matter"
Bob Ross,"It doesnt matter, however you want it. Totally and completely up to you"
Bob Ross,"And just sort of wiggling the knife back and forth here, I wanna make a nice, ridge that comes right on down like that and let it blend outward. No pressure, absolutely no pressure"
Bob Ross,"There, just think about where light would zing through here. And sometimes I use the little knife cause you can get in there and put more detail in it"
Bob Ross,"But right here we have a very limited amount of time. Shoot, Ive got a mean old director, if I dont finish in 30 minutes, she has no sense of humor. Absolutely none. There we go"
Bob Ross,"So well use the big knife, but when youre painting at home, find the tools and equipment that are most comfortable to you and thats the ones you wanna use. Thats the ones"
Bob Ross,"Alright, we take a little white, put a little thalo blue in it. Well make a shadow color, Im gonna add a little black, too, just to dull it down. Just to dull it down a little bit"
Bob Ross,"There, nice shadow color, same way, cut off a little roll of paint and we go right up in here and begin thinking where shadows would live"
Bob Ross,"Lights coming from the left, wheres all these gorgeous little shadows gonna live in your mountain"
Bob Ross,"There, now one thing youll find, if youre right-handed, normally its easier to have the light coming from the right. Normally. And I say normally because were all different"
Bob Ross,"But now if youre left handed, its a whole different story because I find, as Anette and I travel all over and teach, we find that left-handed people have been forced all their life to do"
Bob Ross,"right-handed things and for that reason, sometimes left-handed people prefer to highlight on the left or the right. Its very individual. Very individual"
Bob Ross,"My brother Jim was left-handed and I grew up with him, so Im used to working with left-handed people"
Bob Ross,"There, chuckling when we were kids, we used to fight like cats and dogs, you know how brothers are. And I never expected that left hand to get me. Boy, he used to sock me"
Bob Ross,"Now he grew up and, hes bigger, I hope he doesnt remember all that. There we go. Hes a good man, though. Hes my best friend in the whole world. There"
Bob Ross,"Something about like that, and you just let this go wherever you want it. Maybe it comes right on down, just let your imagination take you to anywhere that you wanna be"
Bob Ross,"Anywhere, just sorta let those blend together, the highlights and the shadows. Gently, gently, gently work em together. And we can use a little blender brush here. Just tap it gently and very lightly"
Bob Ross,"This blender brush is so great for softening. There, dont know why I waited so long to introduce it, we just introduced this, I think, in the last series, its relatively a new brush"
Bob Ross,"Just wonderful, just some of the most fantastic effects. There, alright, were in business. Tell you what, lets have some fun. Go back, lets use the old two inch brush today, what the heck"
Bob Ross,"Im tapping the brush firmly right into the paint, cause Im gonna paint, I think Ill paint today, show you how to use just the top corner of an old two inch brush and do some things that are"
Bob Ross,"unbelievable, come right up here. Now, take the top corner and begin tapping in some basic little tree shapes. Were not looking for detail yet"
Bob Ross,"All were looking for is basic, basic tree shapes and forms, thats all were looking for. They live right here in front of this gorgeous mountain, what a view"
Bob Ross,"What a view, I lived in Alaska a dozen years or more and I think, as Ive said in some other shows, God was having a good day when he made Alaska"
Bob Ross,"There are some days, its like when you paint, some days you cant do anything wrong, everything works for you"
Bob Ross,"And I think God was having one of those days when he made Alaska, some of the most gorgeous scenery Ive ever seen. There we go. See"
Bob Ross,"Just using the top corner of this little two inch brush to tap in all these little basic shapes. Theres not right, theres no wrong"
Bob Ross,"There, all you do is drop em in and even here, you begin making out, see theres all kind of little things happening, dont cover them up, leave em in there, they become your friend"
Bob Ross,"Shoot, I like these old big trees. Lets have another one over here. Something about like that. There. There we go, see"
Bob Ross,"Just, once again, basic, very basic shape, think like a tree, just think like a tree. Hows the trees arms, how do they hang off the sides"
Bob Ross,"Look at trees, make friends with trees, study em, study em, go out in your yard and talk to a tree, what the heck"
Bob Ross,"Your neighbors might look at you like youre a little strange, but tell em youre an artist, theyll understand that"
Bob Ross,"Now, while we have this little brush going here, down here in the bottom in this black, I want a little bluish color"
Bob Ross,"Little bluish color, Im gonna take a little of the Prussian blue, just a little Prussian blue, and just add a little blue right in here, not much. Not much"
Bob Ross,"And maybe in our world back in here, well take a little paint thinner, remember our golden rule, thin paint will stick to a thick paint, so Im gonna take a little dark sienna, least little touch of"
Bob Ross,"Okay, lets go up in here and maybe, yep, youre right, here and there the indication, just the indication of a little tree trunk stem, whatever you wanna call it, that lives right here, limbs and"
Bob Ross,"branches, whatever. But they live in these trees. They live in there"
Bob Ross,"Now most of this were gonna end up covering up with leaves, but some of itll show through and itll be gorgeous and people, when they look at your painting, shoot, theyll think you spent half your"
Bob Ross,"life doing this painting, shh, dont tell em no different. Alright, well go, lets just keep using the same old two inch brush, I left the dirty color on it, went right into yellow"
Bob Ross,"Now, go slightly above the dark and take this color and very gently, just using the top corner of the brush, thats all, little yellow, ochre and Indian yellow here and there, just the top corner"
Bob Ross,"begin tapping in all these little basic shapes. If you have trouble making the paint stick, add the least little touch of paint thinner. Just a little paint thinner. There. See there"
Bob Ross,Did you ever think you could paint all this detail just using the corner of a two inch brush. It looks like something youve painted the barn with last week
Bob Ross,"You can do that, you can do anything that you believe you can do. And I know you can do this, so certainly if I know it, you know it, too"
Bob Ross,"Going to a little yellow ochre, and I want to touch a bright red once in awhile, just to change the flavor. Ooh, I like that one, I like that one. Thats a nice one. Very nice color"
Bob Ross,"Thatd warm up any room right there. There, and begin working on little individual trees and bushes and things that live all in here"
Bob Ross,"Just think about all these little guys, give em names if necessary. Give em names, this is Clyde, he lives right here. Like that, like that, see. Darker, darker, darker"
Bob Ross,"Just let em get way back in there, like that. As Ive mentioned frequently, when youre painting, I find it helps a great deal to make up little stories about your painting"
Bob Ross,"Think about, think about this area, would you like to live there. Maybe somebody does live there. There we go, make up little stories about it"
Bob Ross,"Maybe theres a little animal that lives here thats your friend and you know him very well. Talk about him, there. Something like that"
Bob Ross,"Now, got another old big tree over here, it needs a little bit, there. Well just put a little in there, Im gonna dip a least little touch of paint thinner, just to make it a little thinner"
Bob Ross,"There, see. Goes on so much easier. And you have to do that every once in awhile. Especially if the paints the same consistency"
Bob Ross,"There, okay, darker, darker, darker as it works down, darker and darker. That helps create the illusion of shadows and stuff down in here. Maybe in here is some dark little bushes"
Bob Ross,"They just live in here, wherever you want em. There they are. Alright"
Bob Ross,"Now sometimes you can take this brush, get a little red on it, and you can just sorta take the corner of it and move it back and forth, see. Just the corner, what a good shot, there. See"
Bob Ross,"Just take it back and forth. And now, when you go up here and touch it, itll make little pointy things. See. They got little points on em and it sorta, it sorta changes the flavor"
Bob Ross,"Gives you a bush thats a little different right in there. Okay, take a little bit of the reddish col-- ooh, I like that one, little firecracker right there. Little old firecracker"
Bob Ross,"There we go, and just very back and forth between the greens and the yellows and all these little colors"
Bob Ross,"But each one of these layers creates a different plane in your painting and thats what creates that illusion of depth and distance. There we go. Shoot, lets have some fun"
Bob Ross,"Lets have some fun, we can clean off a spot to work here. Lets take black, little bit of the Prussian blue, some brown, thalo green, I like thalo green, well make some evergreens"
Bob Ross,"There, a little crimson in there too, what the heck. Its our world, we can do anything we want. We wipe our knife off. i just wipe the knife on an old paper towel"
Bob Ross,"Go back into our color with a fan brush. Load a lot of paint in the brush, lotta paint, lotta paint. Maybe in our world there lives an evergreen tree right there"
Bob Ross,"If thats the case, add the least little touch of paint thinner, just dip the corner of your brush into a little paint thinner, then go back through your paint and itll the soften the paint, make it"
Bob Ross,"thinner, so it slides right on there. Enough of them little ones, we need a big old tree. And he lives right in there somewhere"
Bob Ross,"There, see you can go on over this, sometimes you need to add a little thinner cause a thin paint will stick to a thick paint"
Bob Ross,And that way itll go right over the top of it without any problem and without all coming together. Well put one more in there and then well quit over this way
Bob Ross,"Now, I know nature doesnt know that rule and youre gonna tell me you looked out the other day and saw and even number of trees in your yard, I know thats true, but artistically, it does look a"
Bob Ross,"little better. But if you wanna have an even number of trees in your world, thats your business and its your tree and your world and you do it any way that you want"
Bob Ross,"Alright, now lets take a little white, little bit of Van Dyke and dark sienna mixed in there"
Bob Ross,"And lets just put us a indication here and there little bit of tree trunk, it lives there, I dont want a lot over here Just a little, just indications, maybe even back in there is a little"
Bob Ross,"Wherever you think they should live. We can take that same old brush, go back through cause it has the tree color on him. Go back over some cad yellow and yellow ochre, little Indian yeller, yellow"
Bob Ross,"Lotta color, lets go back up in here. Our lights coming in from the left so we wanna emphasize the left side of the tree a little more than the right"
Bob Ross,"There we go, and just begin dropping in a few highlights, dont overdo, youll lose all this gorgeous darkness and evergreens are normally, normally, I say, a little bit darker than other trees"
Bob Ross,"There they go. Something about like that, darker, darker, darker. Now, lets go into Van Dyke brown. Time to get crazy here"
Bob Ross,"Maybe in our world there lives some dirt, big rocks, stones, all kinda things, right here. That easy. That easy. There. Alright, maybe comes right on out in here"
Bob Ross,"We talk a little of that, that was that brown and white we had left over from the tree trunks. We just pull something out like that, like that"
