person,text
Bob Ross,"And other than that, youre free. You can do anything here that you want. Lets take a little cad yellow, be right back, grab a little of the sap green"
Bob Ross,"Well just use a fan brush today, doesnt matter. Little touch of yellow ochre. There, maybe a little more of the green here. There, thats a beautiful green"
Bob Ross,"But by mixing color on the fan brush like this, you have a multitude of color happening in the bristles. Look at all the different values and colors"
Bob Ross,"My gosh, youd work forever to do that if you were trying to mix each one of those separate colors. This way, it happens automatically"
Bob Ross,"Then we can go back up in here and we can just begin pushing in some highlights. We need that dark underneath, though, so this nice green color will show. There. You know what"
Bob Ross,"Let me grab another fan brush. I see something here Id like to do. Lets take another fan brush. Well go right into some black, brown, same old colors again. Crimson, sap green"
Bob Ross,"Little bit of the prussian blue. Very dark color. In my mind, see how you can change your mind. I see little trees, maybe theres little evergreens that live way back here"
Bob Ross,"Just take the top corner of this fan brush, and well put in the indication of little trees that are far away, we dont want too much detail there"
Bob Ross,"If you put too much detail in trees this far away, youll lose that illusion of distance. So just a little, there. There we go, let em just come right on down and disappear into nothing. There we are"
Bob Ross,"Now then. Back to our fan brush. And we can put in all those beautiful little green areas. There we are, isnt that fantastic. Now work in layers, though, watch here, watch here"
Bob Ross,"See, here comes another one out here on this little peninsula that sticks out into the water. That easy. That easy, and you can just put layer after layer after layer"
Bob Ross,"Now then, lets take a little touch of the liquid white. A little liquid white. Ill put the least little touch of the bright red into the color"
Bob Ross,"Now even though this water line is dropping down, down, down, you want to keep these lines basically straight, otherwise itll look like, itll look like the waters gonna run right out of your"
Bob Ross,"painting and get your floor all wet. So you can go anywhere you wanna go with these, but try to keep em as straight as possible. There"
Bob Ross,"And maybe here and there, maybe you want to put the indication of a little ripple here and there. Those too need to be as straight as possible. Try to keep those straight"
Bob Ross,"Tell you what, lets get crazy. Well go right back to the old fan brush that I had that had the black and the prussian blue and the brown and green, crimson. Load a lot of color into the bristles"
Bob Ross,"And maybe in our world there lives. Maybe theres a nice evergreen tree that lives right here, just touch. Give yourself sort of a little center line"
Bob Ross,"Now were gonna use just the corner of the brush, just the corner. See there, and these little evergreens live right here in these fan brushes. All you have to do is sorta scare em out"
Bob Ross,"And as you work down the tree, add more and more pressure. Were still using the corner of the brush, but were just pushing harder and harder"
Bob Ross,"And automatically your tree will get larger and larger as it works downward, and normally, trees look better if thats the case"
Bob Ross,"There we go, now then, you know me, I think everybody should have a friend. So lets go right here and give this little tree a friend"
Bob Ross,"Same thing, see just use a corner of the brush and work back and forth. Like so. There. And that easy, we got a couple of beautiful little evergreen trees"
Bob Ross,"Now then, we can take the knife, take a little titanium white, little dark sienna, mix it together. Pull it out very flat, and we cut across. Once again, we get our little roll of paint"
Bob Ross,"Normally, normally, we always load the knife with that little roll of paint, so spend a little time practicing so you can do that without even thinking about it. Okay, little bit right there"
Bob Ross,"There we go, and that just gives the indication of some little tree trunks on our trees. We dont want em to be weak and fall over and drop into the water"
Bob Ross,"Well take a little bit of black, a little yellow, and make a very dark green. Well put that on the fan brush. A lot of color, just load both sides full of color. Lets go right up here"
Bob Ross,"Now then, in my world, maybe the lights coming from the right, so we wanna put more emphasis on the right side of the tree than we do on the left"
Bob Ross,"There we go, and well put some highlights on this tree. But evergreen trees are normally quite dark, so dont let em get too bright on you cause them rascals will"
Bob Ross,"It get to be fun, and next thing you know, youve covered up all your dark areas. And you need that contrast to make your tree beautiful, make it stand out"
Bob Ross,"There, darker, darker, darker down here toward the base cause trees are darker, theres more shadows down here. All right, shoot, lets get crazy, get the big brush"
Bob Ross,"Lets go right into that dark color. Same old thing, black, blue, van dyke, a little crimson, a little sap green. Well use the old two-inch brush"
Bob Ross,"Pull it in one direction here, load a lot of color into it. There we go, lets go right up here. Now then, lets just put something right here, watch here"
Bob Ross,"Lets just begin, and you have to make some decisions here. Where do you want all these little bushes and stuff to live. Here they are, wherever you want em, thats exactly where they oughta be"
Bob Ross,"And well just let em sort of fade out down here. But that easy, that easy. When you use this big old brush, you can cover a lot of space quickly. There, and this is a two-inch brush"
Bob Ross,"There, okay, and all were doing, once again, is just laying in some dark color so when we apply our highlights or our light colors, that theyll stand out and show"
Bob Ross,"Its really the only reason we put this in here. Now then, another thing you can do, you can take just a clean knife and sneak up in here and just scrape in all kinds of little sticks and twig areas"
Bob Ross,"Now when this is done, itll look like you spent days and days with your little one-haired brush just going in here and drawing all these"
Bob Ross,"Were gonna cover up a lot of em, but some of em will show, and people will think you worked for long periods of time to create all these little things. And thats our secret, shh, dont tell nobody"
Bob Ross,"Okay, so I say most of those will disappear, but some of em will still be there, and theyll create some very nice effects. Im gonna dip the one-inch brush into a little bit of the liquid white"
Bob Ross,"I do that only to thin the paint, one of our golden rules, a thin paint will stick to a thick paint. Let me get a little black on there, Ill make a nice green. Black and yellow make a beautiful green"
Bob Ross,"Now look right there, see, when it starts making those little things, Steve, my son who teaches this, he tells his students when little bushes start appearing right here in this pile of paint when you"
Bob Ross,"pull it, then the brush is loaded correctly. And thats an excellent way of checking it. But you can see how it begins appearing right there. When your brush begins doing that. Then lets go up here"
Bob Ross,"Then make some big decisions in here. Maybe theres a happy bush that lives right here. Touch, give a gentle push. You dont have to push hard"
Bob Ross,"If you have a thinner paint than whats on the canvas and youve loaded a lot of color into the bristles, see there, and make one little bush at a time"
Bob Ross,"I know sometimes it gets feeling good and you want to make a bunch at once. Try to make only one bush at a time. Think about em as individuals, give em names if necessary"
Bob Ross,"And thats what makes em stand out. Do the bush that in your mind is the farthest away first, and then work forward, always working forward, and that way therell be depth and distance in your work"
Bob Ross,"Little more color, and Im going through the indian yellow, the yellow ochre, cad yellow. Here and there, least little touch of the bright red. Not much, its very strong, very strong"
Bob Ross,"Itll take over your whole world in a heartbeat. But it does make some nice little color changes here and there. There. Okay, maybe another little bush right there. I tell you what, tell you what"
Bob Ross,"This looks just like a natural place to have a little path, so lets take some, well take some van dyke brown, a little dark sienna"
Bob Ross,"Pull it out very flat, once again, we cut off our little roll of paint. Now then, where does our path go. Maybe it goes right up in here"
Bob Ross,"And all were doing, once again, is putting some dark color on so our light color will show. This is just our undercolor, our base color"
Bob Ross,"And in just a few minutes, well come back and well highlight that. Well just sort let that just sorta dribble out here to nothing, just sorta let it go, we dont know. Like that"
Bob Ross,"Now then, we can take some with, a little dark sienna, maybe the least little touch of bright red in it, not much. Pull it out flat, dont over mix your color. Get our little roll of paint"
Bob Ross,"Now barely, barely grazing the canvas, just let the knife just barely, barely caress it"
Bob Ross,"Just so it hits the high points, and itll make it look like all those little bumps and rocks and beautiful little things happening automatically. Automatically, there we go"
Bob Ross,"Now then, we can come back with our one-inch brush, and well just pop in a little bush here and there. Bring it all together. Can add a little paint thinner to your brush sometime to thin the paint"
Bob Ross,"And lets go right over here. See, well have a little bush that lives right here and hangs over the path, that way we dont have to decide where it goes"
Bob Ross,"We just know it goes somewhere back into the background. We dont know. Dont care at this point. See, just sorta let that go. Now then, tell you what I wanna do"
Bob Ross,"I wanna take the little piece of contact paper I have off and lets see what we have here. Well just grab that, pull it off, zoop, and there it goes. Now then, see, we need to get rid of these edges"
Bob Ross,"So all well do is take a little of the dark color, tap a little of that in so it just sorta flows with it. Just let it flow right on out like that"
Bob Ross,"But I wanna keep this contoured roundish idea going here, sorta makes it look a little bit better. Put some dark in, then we can come back and put all kinds of just little bushes and things in here"
Bob Ross,"See, use the side of the brush, push upward. But work in layers, always working in layers. Think about individuals. There"
Bob Ross,"Okay, now lets go back to our fan brush that has the white on it for the clouds, and lets go up in here, Im gonna find a clean two-inch brush, I wanna blend this blue here"
Bob Ross,"See this little line here, I wanna kill that, so well just blend that out and just sorta let it go backwards here. Now. Thats all you have to do, just blend it back"
Bob Ross,"And well take our cloud and allow it to come right down there. There it goes, and just let it blend right on back, see. Its right on into nothing, we dont know where it goes, we dont care"
Bob Ross,"And this one. Okay, then a nice clean brush, give it a little blend. Like so. Lift it, fluff it, and that brings that whole top section together. I tell you what, think this old painting is about done"
Bob Ross,"Lets take a little of the bright red on the liner brush, a little paint thinner, and well sign this one right about here. I hope youve enjoyed this, itll certainly give you a lot of practice"
Bob Ross,"Its a beautiful little painting to do if its your first project. Think youll enjoy it. And from all of us here, happy painting and God bless, my friend. light music"
Bob Ross,"- Hi, welcome back. Certainly glad you could join me today. You ready to do a fantastic little painting"
Bob Ross,"Tell you what, lets start out today and have them run all the colors across the screen that you need to paint along with us. While theyre doing that, let me tell you what Ive already done up here"
Bob Ross,"I have my standard ol pre-stretched double primed canvas up here, and Ive put just a thin, even coat of the liquid white over the entire surface. So its all slick and wet and its ready to go"
Bob Ross,"So, lets have some fun. I thought today is such a fantastic day here. Well just do a happy little painting. Ive had a lot of request, people asking about how to do these great big fluffy clouds"
Bob Ross,"So I thought wed work on something like that today. So lets start out, well use the ol two-inch brush, with a little touch of the phthalo bru, blue"
Bob Ross,"Blue, sometimes my tongue gets over my teeth and I cant see what Im saying. There we are. Little bit of the blue. We dont want much. Lets go right up here"
Bob Ross,"Now maybe, right in here, well have just a little bit of, little bit of blue right in there like so. Well just let that float right on off into nothing. A very small amount"
Bob Ross,"Well put a little color in the sky so the clouds will show up. Something like so. This is just phthalo blue, and its mixing with the liquid white thats on the canvas"
Bob Ross,"And automatically, you get a beautiful, smooth, even color in here. If this was a dry canvas, youd be in agony city about now. Now then. Without cleaning the brush, Im go into the midnight black"
Bob Ross,"Just looking for a small amount of color. Just a small amount, like so. Now then, with the black on there and the little bit of blue that was left, well have a very nice gray color"
Bob Ross,"And Ill start at the top of the canvas, making little xs, little criss-cross strokes, and blend that right down into the blue. Like that"
Bob Ross,"So that way, we graduate in color from a blue up into a nice gray. And the more you blend this, the better itll come together. So you cant tell where one color stops, and the next color starts"
Bob Ross,"And, while we have that gray going, put a little more on the brush. Maybe right down in here, well add a little bit more of the gray. There. Still making little criss-cross strokes"
Bob Ross,"And sometimes, sometimes its nice. Im reach up here and get the least little touch of alizarin crimson. Well warm that gray up a little bit"
Bob Ross,"So we have black, and a little bit of crimson on the brush, but very small amount. A very, very small amount, we dont want much. We dont want to set the sky on fire"
Bob Ross,"I just wanna change the hue a little bit, the color. The least little bit. This will warm it up. And today, I think well concentrate mainly on the sky, so Im not too worried about down here"
Bob Ross,"There we go. Now then, let me wash the ol brush. And as you know, we wash our brush with odorless paint thinner. Be sure its odorless. And we never use turpentine"
Bob Ross,"I have a screen on the bottom of the can the I scrub the brush against. Shake off the excess. banging and rhythmic beating chuckles And just beat the devil, thats the fun part of this whole thing"
Bob Ross,"Now then, in this area right in here, Im gonna go right into some titanium white, and the least little touch of yellow ochre. Putting a little yellow ochre in there. Just to brighten it up a little"
Bob Ross,"Just a little bit, we dont want much. Dont want much, okay. Now then, Im just gonna go in here, come right up to this blue, and try not to intermingle them too much"
Bob Ross,"Cause you know, if you put the yellow ochre into the blue, its gonna turn green, and we dont want that. There, just a very nice little light spot that goes right through there"
Bob Ross,"Now then, we can take a little black, and maybe here and there, theres an indication, of a little streaky cloud that floats through there. We dont want many of those either. Just put em in there"
Bob Ross,"Just a couple little happy things. Then Ill take a clean brush, and I have several of each brush going here so I dont have to spend all my time washing brushes. Well just blend those. That easy"
Bob Ross,"Now. Now we can have some fun. I think Ill just use a one-inch brush, though you can do it with any ol thing"
Bob Ross,"Ill gonna go right into a little black, a little white, and I want to make just a grayish color. Least little touch of phthalo blue into it. But mostly just black and white. There we are"
Bob Ross,"Okay, lets go right up here. Now we have to start making some big decisions. Where does our clouds live. Lets just take, and use just the corner. Just the corner of the one-inch brush"
Bob Ross,"And lets just begin laying in some very basic little shapes here. And when youre doing this, you need to have some basic shapes. Dont just throw it in at random and think clouds will appear"
Bob Ross,"They just wont do it. The rascals are lazy, theyre like me. Maybe over in here, maybe theres a big ol cloud that floats around. I dont know"
Bob Ross,"And when you do this at home, you paint them any way that you want them, because painting is as individual as people are. You paint what you see, and what you want in your world"
Bob Ross,"We all see nature through different eyes, and we all have our own idea of the way we want things to look. And Im not trying to teach you to copy here"
Bob Ross,"The only thing I wanna do, is to show you technique, and turn you loose on the world"
Bob Ross,Every day I get letters from hundreds of people all over the country that are doing some of the most beautiful paintings youve ever seen. And thats so fantastic. There. Now then
Bob Ross,"Just begin filling it in. Just, as I say, decide where you want your big cloud to live. And drop them in, drop them in"
Bob Ross,"There, and you can put all kinds of, maybe theres a little thing that goes right out there. A little stringy thing. All were doing is putting in some basic shapes"
Bob Ross,"Well come back and well highlight all these little things. There. Just all kinds of happy little things. As I say, this whole canvas is gonna be mainly clouds. There we go"
Bob Ross,"Maybe that one runs right on out, and has a little, maybe a little projection out there. There. But this will be huge clouds. These are beautiful also if youre doing seascapes"
Bob Ross,"Sometimes its nice to have these great big clouds floating around. Lets see, leave some holes once in a while. Let a little light shine through. Really makes your cloud look special when you do that"
Bob Ross,"There we go. Well just let that run. We dont know where it goes. Somewhere off in there. Now. Theres very little paint on the canvas. It may look theres a lot, but theres very little"
Bob Ross,"Were using a brush thats almost dry. Very little paint. If youre not sure, if you have a thin enough layer of paint, take just a clean, dry, two-inch brush, and just do like so"
Bob Ross,"And thatll help pick up that excess paint, and blends it all together even smoother. So thats all you have to do there. And thatll remove, as I say, thatll remove that excess paint"
Bob Ross,"Now we can just pull that. Because the canvas is wet we can move this color. There. All right. Now then, we can begin putting some highlights on here. Just begin putting some highlights"
Bob Ross,"And we can use a one-inch brush for that, or a two-inch, or fan brush. Any of them work very well. rhythmic beating There we are. Lets use a one-inch brush today, what the heck"
Bob Ross,"The round brush also is excellent for this. It works very, very well"
Bob Ross,"Now then, lets just take some titanium white, be right back, Imma pick up the least little touch of the bright red, the least little touch. Now then, pull the brush in one direction. There. Okay"
Bob Ross,"Now then, lets take and go right up here, and right to the, well go slightly above the dark area. And just begin putting in all these beautiful little highlights. Tight, small little circles"
Bob Ross,"There we go. See em. Okay. Now then, just think about where lights gonna strike your cloud. There"
Bob Ross,"One of the questions were asked over and over again is where we come up with the ideas for these paintings. Mainly, they come from suggestions that people write in"
Bob Ross,"People write every day and tell me what they would like to see. And we try to paint what the majority of people write and tell us they want. rhythmic beating And well take a clean, dry brush"
Bob Ross,"Were gonna do this in layers. Very gently. Very gently. Just blend the base of it, a little bit. Just the base. Were not touching the top edges at all yet. Now, very lightly"
Bob Ross,"And this is a big circular stroke. See there. Like that. Dont go straight up, or itll look like its raining up. And that sorta disturbs your eye when you look at it"
Bob Ross,"Very lightly, just caress it a little bit. And thats all you need. And we just do that in layers. And were gonna do that in several layers here"
Bob Ross,"You know, if youve been with me before in some of the past series, you know I love to show little creatures in all the shows"
Bob Ross,"Well recently, one of my neighbors brought me over a little baby squirrel that had fell out of a tree and the kitty cat had got and they rescued it. And this is the way it looked when I got it"
Bob Ross,"Looks like a little drowned rat, doesnt it. Now thats what he looks like today. This has got to be one of the cutest little things that youve ever seen"
Bob Ross,"And Annette and I had raised this little rascal, and hes almost grown now. We call it Bobette. That way we both have our name in it. But he is the most precious little devil"
Bob Ross,"And as I say, he lives with me, and he sorta has free run of the house. He just runs around and tears up everything"
Bob Ross,"rhythmic beating But hes getting a little old for that, were gonna have to, gonna have to turn him loose pretty quick. Just about grown. There"
Bob Ross,"rhythmic beating Now, same thing, Im just working in layers, to create those big fluffy effects. Now, once again, and this is so light, so light. Gentle, very easy, very easy. Whisper"
Bob Ross,"And then just very lightly caress it. Blend it all together. rhythmic beating And Im beating the big brush between each of these blending procedures, only to remove the excess paint"
Bob Ross,"By beating it, you can take that paint off the bristles without going through the whole cleaning procedure. Okay, and well go right up in here, and add a little highlight here"
Bob Ross,"Just the same, basic ol thing, over and over. This is an excellent painting to teach you how to do clouds. Once you do this one, youll never have any problem with clouds again"
Bob Ross,"Theyll be easy from now on. Just because youve taken the time to practice. There. And you can do it, you really can do it"
Bob Ross,"Every day, as I mentioned before, I get so many letters from people who never believed they could paint or do anything creative like this, and theyre having just marvelous success"
Bob Ross,"Then thats wonderful. rhythmic beating So, let me hear from you, if you try this. Send me a photograph of whats happening"
Bob Ross,"Every once in a while we put em together and we like to show em on the program here, and I just enjoy, I enjoy seeing em. It really makes all this worthwhile"
Bob Ross,"Just that fact that people are taking this method of painting, and creating some of the most beautiful masterpieces. And it makes people happy"
Bob Ross,"They may not hang in the Smithsonian, but they certainly look good in our living rooms. There. Okay, and as I say, we just do this over and over and over. And work in layers, always working in layers"
Bob Ross,That way youll have distance and depth in your cloud. They wont just be ol flat clouds laying out here. We want our clouds to have some life in em. There we go
Bob Ross,"We have a lot of skies like this in Florida, where I live. Especially in the afternoon. And theyre so pretty"
Bob Ross,"Maybe over in here, just wanna work em around and look, and see where you think there oughta be things. There we go. Theres another one. See, this will also help you expand your imagination"
Bob Ross,"Painting, if you paint for any length of time, your imagination will just sorta go amuck, as they say. Because imagination may be the most valued thing that an artist has"
Bob Ross,"rhythmic beating And it, like anything else, develops with practice. The more you use your imagination, the better it becomes. Its like a muscle in our body"
Bob Ross,"You want it to expand and get bigger, you use it. Take it to the point of exertion, then it grows. Its the same with your imagination"
Bob Ross,"rhythmic beating If you dont use it, it just gets tired and lazy. There. Okay, but always in circles here. Dont ever just go straight up. It really will look like its raining up"
Bob Ross,"But by the same token, if you want to show rain coming out of the bottom of this cloud, all you have to do is grab a little of this dark and pull down"
Bob Ross,"I really dont wanna do rain today, but should you want to do rain, or show what rain way off into the distance, all you do is just grab, see like that, and pull it downward"
Bob Ross,light scratching Thats all there is to it. Aint that a wild sky. And you can do that in just a couple of minutes. There. light scratching All right
Bob Ross,"Maybe just a touch more of the gray down here, and well just let this come way down. Little bit more of the crimson. And just blend it all together. Very soft, and very gentle"
Bob Ross,"light scratching Now then, maybe maybe in our world, maybe way back here in the distance, maybe theres a little hill"
Bob Ross,"Well just take some gray, which is just the midnight black, and Im just working a very small amount of it into the bristles. Very small amount"
Bob Ross,"Maybe the least little touch of the phthalo blue with it. Not much. Not much. Just enough to tint it a little bit. Okay, lets go right up here"
Bob Ross,"Maybe theres a nice little foothill that lives way back in the distance here. Or a little mountain, depending on where youre from. There we go"
Bob Ross,"And well put a little point on it, and let it come right on down. And all were doing is just barely tapping with a two-inch brush, very simple. Now then. Just follow the basic shape we want"
Bob Ross,"light tapping There. Just want this to be far away. Now then, at the base of this, I wanna create the illusion of mist. rhythmic beating And to do that, take a clean, dry, two-inch brush"
Bob Ross,"And Im just gonna tap it, firmly, right at the base. Right on the bottom. Just tap it. And thatll blend the liquid white, and automatically, that illusion of mist will occur"
Bob Ross,"Lift it upward, very lightly, and that easy. We got a happy little hill that lives way back here in the distance somewhere. Lets see, well just take ol dirty brush here"
Bob Ross,"And weve used, my gosh, well over three quarters of the entire canvas just doing the sky. And you say my, my gosh Bob, you didnt leave enough"
Bob Ross,"You didnt leave enough room down here to do something in the bottom. Well, we have a little time left, so lets just have some fun"
Bob Ross,"Well take some van dyke brown, little dark sienna, a little black, little crimson. Whatever. Maybe even the least little touch of sap green in there. Okay. tapping Now then"
Bob Ross,"Lets have, back in here. Lets put the indication, of some little trees. light scraping Just little bushes and trees that live way back in here. light scraping There they are"
Bob Ross,"See, just happy little thing, and Im just using the corner of the two-inch brush. Thats all were doing"
Bob Ross,"light scraping And just worry about very basic shape, thats all were looking for at this point. Very, very basic little shapes. Nothing else"
Bob Ross,"light scraping Now then, maybe that comes, we dont know where it goes. Dont know that we even care at this point. light scraping Now. We have, in reality, weve put nothing down here"
Bob Ross,"This is all just, watch what happens now"
Bob Ross,"Make a decision, touch it with a little bit of phthalo blue with the brush, very little, and make a decision where you think water would be underneath here, and just pull it straight down"
Bob Ross,"Straight down. Thatll blend with the liquid white thats on the canvas, and automatically, automatically we can create the illusion of water, just by going across like that. There"
Bob Ross,"Now well come back and well put all kind of highlights and all that stuff, okay"
